text,label,document_index
implement camel rout camel sftp produc transfer file remot sftp locat perform test client environ local environ observ degrad time transfer file remot sftp locat pleas find detail analysi tri various test local environ test put around file camel file consum file took time write file detail target directori file camel sftp produc took around minut second transfer file debug 070038 camel thread info 070038 camel thread info 070038 camel thread debug 070038 camel thread debug camel thread debug camel thread debug camel thread debug camel thread debug camel thread info camel thread target directori 40000 file camel sftp produc took around minut second transfer file debug 074723 camel thread use exchang info 074723 camel thread ftp directori info 074723 camel thread ftp directori debug 074723 camel thread debug camel thread debug camel thread debug camel thread debug camel thread debug camel thread info camel thread similar achiev file target directori took around seem like perform issu camel sftp compon list file target directori take time produc rout set,code/design_debt,12
wiki document need file compon idempot option done header current index total done import camel chang done file filter option done file sorter option done box file sorter name timestamp etc done idempot sampl done file filter sampl done file sorter sampl done file sampl done sort ignor case option done,documentation_debt,13
read file compon often get file order creat date filenam solv extra uri paramet could use set order file process order done read know also solv appli pattern rout think larg file would hard appli also process creat date order would natur,code/design_debt,14
also make easi reus exist connector separ configur user use configur user user applic without configur today compon level would reus compon configur may want find way clone compon whatev think littl bit problem generat spring boot auto configur hardcod one prefix,code/design_debt,16
camel connector configur two level compon endpoint like regular camel compon allow user configur connector one place worri compon endpoint level let prepar connector figur may requir support load configur extern resourc file properti file etc someth els end user make easier,code/design_debt,17
map part code logic determin file chang use timestamp check code deprec remov lead unexpect behavior hard test shouldnt general use use file connect either delet move file process keep around fix ad map contain 1000 element,code/design_debt,19
think actual solv leak problem side effect file 1000 cach look new get may also lead infinit loop would make anoth one 1000 file cach howev dont think scenario valid one fact state lost camel restart file would get process case comment code mention actual would add warn wiki file danger scenario use,code/design_debt,20
use memori profil weve identifi appear substanti memori leak camel 150 appear constant item ad noth perform remov file consum caus larg amount string data accumul heap applic leak sever hundr consid appar sever issu would realli nice fix could incorpor version,code/design_debt,21
memori leak,code/design_debt,22
page section sampl use osgi miss code snippet exampl put back possibl verifi thank much,documentation_debt,24
could good start easi way fix broken link current hope might tool check link think would use job get fix,test_debt,25
access broken page websit incorpor,documentation_debt,26
claus thank respons sourc sql mainten script turn escap databas engin name seem like better idea fix camel code make robust look provid patch regard,code/design_debt,28
imho break chang version queri paramet simpli remov replac new encrypt queri paramet would break user code make use option minor releas includ break chang right shouldnt better somehow mark deprec encourag user make use new encrypt paramet instead feedback made code chang would wrong instead follow els also mayb mark enum deprec dont forget remov camel,code/design_debt,29
code portion need current work encrypt none other arent work guess accept chang like one minor chang align new librari imo problem end user,requirement_debt,30
state thread yes case support add anoth els doesnt make sens allow encrypt dont work mark deprec opinion import option start deprec option upgrad someth end lot dead code camel actual doesnt way someth critic revert commit think best compon attempt avoid,requirement_debt,31
critic communiti answer kind ask share thought ticket well correspond code chang made chang break minor releas camel base applic alreadi make use queri paramet today product imho camel restrict under librari api seem bug resolv under librari camel given api see comment regard point general shouldnt mark camel api deprec encourag user make use api done new method extract correspond method mark deprec see would make much much easier camel code base well user code avoid use api guess that exact deprec annot good dont seem understand would wrong approach that mark queri paramet encourag user make use new encrypt queri paramet support support would break applic product could find remov deprec api camel much easier,code/design_debt,32
add front page manual specifi camel user guid version,documentation_debt,34
great mayb document well everyth work setup exampl osgi current exampl one,documentation_debt,35
ad file data commit revis first pattern complet happi moment mayb need put better support camel somewher kinda thing,documentation_debt,36
put improv exampl revis problem first exampl dynam enough also ad wiki doc,code/design_debt,37
see abl camel alreadi need,documentation_debt,38
need exampl pattern,documentation_debt,39
might good idea sinc featur support high level rest client yet alreadi got work rest client would suggest creat super class decid one instanti base type client class path cours mean client depend includ compon regard possibl use level rest client sinc support forward one think awar rest api slight differ mean various request respons object call rest client either document manual come common request respons object client,code/design_debt,40
creat new compon use new rest client two older compon stay older user eventu start mark deprec java client rest client,code/design_debt,41
sleep empti test doesnt work,test_debt,42
old wiki system deprec new websit document work help new doc adoc file sourc code find folder various camel compon,documentation_debt,43
render code snippet camel broken exampl see expect follow java syntax highlight endpoint consum exchang exchang also page get exampl illustr sure right place report sinc part github repositori seem make sens use project bug tracker check histori look nobodi seem mention ive also tri search jira alway end issu zookeep project,documentation_debt,44
render insid document broken,documentation_debt,45
would abl build unit test sampl code take add test camelcxf work fix,test_debt,46
think extend cxf continu interfac bit add method know timeout happen handl situat accord outsid cxf,code/design_debt,47
default cxf timeout behavior,code/design_debt,49
end call rollback code perform disconnect bit complic ftp extend file compon said use old version camel dont support anymor,code/design_debt,50
clean osgi bundl profil,code/design_debt,51
okay work fine unit test use paxexam weird osgi stuff may proper via paxexam insid contain unit test,code/design_debt,52
fix submit highlight fix sinc involv api chang overkil keep backward compat updat wiki depend cxf upgrad cxf next releas cxf avail look registri cxf messag camel messag user longer requir cast camel messag bodi cxf messag order access header bodi payload payload mode camel messag bodi return new type contain header bodi bodi payload mode make use camel convert convert type pretti easi clean old invok context tri camelcxf messag bind interfac custom impl set endpoint impl also set endpoint support major refactor make code cleaner,code/design_debt,53
clean camelcxf,code/design_debt,55
current run camel compon activ amazon want move solut hasnt work believ hardcod topic prefix topic introduc think workaround activ bug mean camel connect topic name instead therefor receiv event possibl workaround manual creat connect factori mean topic prefix set believ hardcod topic prefix bug remov option overrid compon level introduc bug locat line workaround,code/design_debt,56
complex type like want allow configur via spring boot generat spring boot class option use gettersett type seem correct tool generat addit json file skip support primit string type may need generat gettersett string type use configur bean refer anyway add javadoc type,code/design_debt,57
auto configur complex type tool friend,code/design_debt,58
complet main stop hang thread seen use,code/design_debt,59
think misspel didnt pick anyth ticket done sorri confus,documentation_debt,61
definit camel alreadi need,documentation_debt,64
similar zip data format even use deflat algorithm point zip data format use deflat algorithm direct gzip would use gzip file format believ problem zip data format zip realli zip format compress set file zip data format doesnt compress data use compress algorithm zip hand gzip format compress data file use algorithm header interpret even believ zip data format renam deflat data format name describ realli,code/design_debt,65
need add wiki page well data format,documentation_debt,66
move place endpoint overrid compon level done compon,code/design_debt,67
see listen consid renam handl use name tri catch could add end user got,code/design_debt,70
great idea add thread method dsl instead use seda compon async process abl pool,code/design_debt,71
renam constant accord camel syntax rev trunk,code/design_debt,73
also need updat mail wiki page featur least document possibl give hint would great sampl use snippet unit test put wiki page,documentation_debt,74
profil explicit activ maven use howev one blocker take care releas phase pom xml apach licens notic lost issu white space seem relat fact project element one line per new maven releas guid fix may take day two mani pom ill ill get work releas ill tackl good news fix releas process much simplifi,code/design_debt,77
trunk implement bug alreadi fix howev rememb add unit test java todo,test_debt,78
typo packag caus class includ snapshot,documentation_debt,80
thank contribut quick review code unit test add sinc progress product dont know could download jar public mvn repositori use clarifi need find way accept code btw code apach licens declar take camel compon modul exampl willem,test_debt,81
dont problem let know proceed updat apach licens go unit test yet,test_debt,83
didnt notic link went place fix point pdf least remov avoid confus anyon els,documentation_debt,85
well pdf manual doesnt detail xml element guess option moment tri read xsd direct figur generat xsddoc page,documentation_debt,86
fix link sad cannot maintain easili branch onlin doc part build process etc xsddoc bring much valu look remov well,documentation_debt,87
maven report get old trunk releas remov dont bring much valu anyway xsddoc remov build file matter remov apach http site peopl credenti need,documentation_debt,88
affect least version 150 doc look xsddoc websit start camel xml refer page element even though present actual xsd guess someth went wrong generat page make rather difficult figur what valid isnt,documentation_debt,89
trunk todo segment fail valid add valid unit test,test_debt,90
mayb want add unit test mani thank patch,test_debt,91
current produc instal event listen irc connect log incom messag irc server patch log compon instal event adapt log connect even establish easier debug various issu could occur connect irc server,code/design_debt,92
patch look great two issu ident code one overrid ident proper one method paramet new line instead nitpick would love document wiki got new transform dsl rememb add releas note setoutbodi replac transform sinc setoutbodi replac transform could unit test verifi setoutbodi test done transform render bodi,documentation_debt,94
patch appli excel contribut thank leav issu open updat document,documentation_debt,96
updat doc unfortun doesnt look nice place follow messag error occur connect refus system administr notifi,documentation_debt,97
option rout let also camel context replac option bit confus exampl code start camel startup later start camel manual run also mean remov option use option must migrat instead,code/design_debt,99
yeah see pain origin code produc doesnt easili allow spawn exchang,code/design_debt,100
good work chris possibl remov common use xml file help new user understand happen best bit verbos play trick auto wire,code/design_debt,104
attach patch various chang made context file chang fall follow categori use properti rather full xml use list rather full xml use order reduc amount xml requir updat file use schema rather camelcontext pleas let know need chang test exampl general unit test valid context file,test_debt,105
yes remov default aggreg confus new user want peopl forc provid aggreg strategi learn use merg data,code/design_debt,106
get compon,code/design_debt,108
think got cover test rework camelhttp littl big use endpoint configur option compon configur mess compon configur use singl share what meant proper regist correct port number,test_debt,109
willem think name mislead would think camel wonder better name like,code/design_debt,113
file strategi design flexibl may want today introduc option happen file success failur got noop delet move etc may combin way current doesnt support abl say delet file error move error folder instead,code/design_debt,114
remov ugli warn run test sinc upgrad jetti,code/design_debt,115
ive test work log incorrect poll skip nice howev could possibl compon throw except would like catch except make sure poll done ftp shut,code/design_debt,116
could look solut made say could also solut implement default skip header start think could much work let close issu,code/design_debt,117
add header except http header way exclud header better perhap use special map head thing think,code/design_debt,118
might need end user easier ad header ignor instead clear alreadi default ignor one,code/design_debt,119
current sampl base direct compon bad sampl special compon produc print messag bodi system consum schedul trigger everi second dummi exchang,code/design_debt,120
creat compon better sampl compon,code/design_debt,121
often bit time invalid expir cach element first set element valu null remov key hit cach one often run across key present cach still null element entri logic success key retriev need slight tweak check null valu,code/design_debt,123
cach compon need check null valu get oper,code/design_debt,124
return instead null file length,code/design_debt,125
make easier readwrit file use given encod current set properti exchang use dsl use produc consum got endpoint uri compon make easier,code/design_debt,126
problem default implement error occur rollback call method log error return fals mean poll retri execut run method mean retri delay creat implement consum seem like accept default behavior also allow extens ad hook custom stuff order use made easier set implement,code/design_debt,127
fetch caus poll continu log creat unwant network load,code/design_debt,128
thank ad note exchang java doc,documentation_debt,132
updat exchang javadoc better explain properti etc,documentation_debt,134
need rest base exampl show accept input,documentation_debt,135
remov http featur camel featur duplic karaf,code/design_debt,136
nice catch wonder initi bind done dostart much better would avoid synchron block getter assum invok runtim process new exchang general initi done dostart start singl thread dont care much perform startup,code/design_debt,138
getbind method thread safe custom site ran issu startup thread race perform sync async invoc code getbind given would follow way thread would proceed creat bind object thread would mean still find bind null proceed creat new bind meanwhil thread one would bind set atom boolean bind initi proceed set thread meanwhil would overwrit origin bind object find atom boolean alreadi set would way associ object sinc flag copi etc throw except everi follow public getbind bind null bind new default cxf bind bind bind instanceof return bind,requirement_debt,139
irc event log miss log case collis log well server initi disconnect howev compon code state general lot use thing could done various irc event specif though code need awar disconnect,code/design_debt,141
document procedur work,documentation_debt,144
upgrad newer version depend inde normal simpl procedur add wiki page procedur pom updat check need osgi bundl guy run full test suit could one low hang new work camel,documentation_debt,145
default jetti use sec timeout continu allow end user configur valu choic case system may take longer time process exchang,code/design_debt,146
trunk dont use thread pool singl thread repli manag spring bit keep use new task everi second idl confus peopl task count grow larg,code/design_debt,147
camel karaf featur correct featur describ follow featur featur artifact correct name typo mistak provid download info find resourc repositori central info error build failur info info cant resolv bundl info submit patch fix,documentation_debt,149
split insid anoth split custom aggregationstrategi use exampl rout noth bodi space expect result would happen actual result two time reason strategi use class method protect aggregationstrategi exchang first step find aggregationstrategi exchang set null aggreg strategi use one declar workaround would remov aggregationstrategi exchang aggreg use processor follow process method integr rout got desir result,code/design_debt,150
found todo sourc code support endpoint via ref todo support lookup endpoint ref requir bit work,requirement_debt,151
replac use hack make consist across compon,code/design_debt,153
suggest chang section code alway use instead,code/design_debt,154
possibl use base line willem upgrad may easier,code/design_debt,155
ticket osgi test compon howev paxexam less need use plain paxexam,code/design_debt,156
patch follow chang header miss file remov unus import new featur transfer exchang object use tcp protocol see use new featur work tcp protocol default codec object use option,code/design_debt,159
think ticket chang bug new featur also anyon got better name option consid option also need make sure default would even paramet specifi,code/design_debt,160
todo rememb updat wiki compon document new option patch accept,documentation_debt,161
claus commit patch one issu sinc exchang comment process assert pass test btw document properti high demand like use paramet name sinc clear user regard willem,test_debt,162
willem parent time access net bit work camel use maven offlin mode decid last minut remov transfer forgot remov unit test still could pass generat id today access net hour tri catch mail camel commit merg chang compon improv last day updat wiki document back also work provid sampl distribut,documentation_debt,163
file default configur file initi compon contain deprec descript jms replic,documentation_debt,164
definit resolv lot test use mark deprec far havent found document altern use bunch test use havent abl figur type altern thus imo isnt altern import enough requir bunch test wonder deprec detail either similar situat deprec altern could see rethrow similar method ad defin behavior would match java user expect certain isnt right,documentation_debt,165
said method deprec mean unit test henc would see unit test use deprec method tri catch error handler mistak altern instead use exampl except claus case rethrow except want,code/design_debt,166
claus read care reason reopen need document use instead deprec featur done would user know mark issu resolv,documentation_debt,167
welcom look ad document deprec javadoc easiest probabl see commit rev spot minor mistak correct check could find main test cours welcom improv document find anyth need ad,documentation_debt,168
believ user look need document ill take care,documentation_debt,169
inform deprec api standard document java doc user would expect inform look never special wiki page like deprec api detail imho ticket resolv,documentation_debt,170
attach file name contain unicod charact appear correct encod messag,code/design_debt,172
current spring pars wherea blueprint pars direct requir extra cast also mean featur support spring support yet blueprint like configur attach patch remov spring specif stuff allow spring blueprint pars direct well subclass two approach maintain togeth also reduc usag string properti use appropri ad convert class,code/design_debt,173
okay think lower spring lower sec exampl use overload send pull packet amq receiv messag reason temporari queue faster dont persist temporari queue pull everi messag fast possibl receiv messag alway repli manag,code/design_debt,174
workaround end user use pull messag time per sec thus faster,code/design_debt,175
use case use persist queue exclus camel consum avoid use thus fast temporari queue,code/design_debt,176
reason persist repli exampl nabbl discuss camel use dummi valu expect repli receiv thus take sec timeout updat receiv may tri messag listen contain could potenti end synchron issu would listen mean time anoth thread new messag send thus may miss listen therefor end pull messag amq add document faq use persist queue,documentation_debt,177
new option introduc enum follow option temporari share exclus set camel assum repli queue exclus camel use jms messag selector messag arriv queue mean fast temporari queue fact also help highlight fact current fix replyto queue consid share default add better document jms page help highlight,documentation_debt,178
see nabbl use persist replyto queue requestrepli jms faster repli default timeout sec impact perform likewis set repli manag appli,code/design_debt,179
cameljm use requestrepli persist queue faster,code/design_debt,180
frank sometim best post dev open ticket anyway end user use suppli list dynam faq well also care overload dsl new option etc confus end user get huge list ide access code complet likewis keep dsl sync java xml later bit hard java xml sync due model cannot defin express option keep possibl get valid except would expect express would break everi camel applic use xml dsl dont think good idea add java dsl end user migrat java xml likewis best,code/design_debt,181
see nabbl reason method cannot invok may get caus except catch provid wrap except descript error messag bean method attempt invok,code/design_debt,182
improv except messag fail invok method,code/design_debt,183
upgrad cxf dont need import resourc file like time clean import,code/design_debt,185
clean camel context file exampl upgrad cxf,code/design_debt,186
error licens header miss one file ad new packag camelcor file includ packag see exampl copi file javadoc group packag guess new main packag ad well,code/design_debt,187
sorri issu tool jar ad snapshot releas etc bit weird track possibl task osgi version regex replac sinc depend ad camelcor get snapshot releas guess releas profil make someth differ tool jar thus need depend use camel want get rid tool jar file,code/design_debt,188
patch move support class impl support move follow class place compat class impl locat move follow class without compat stub need outsid camelcor move processor util need support problemat class move need includ inner class move util problem extend cours processor util depend processor introduc interfac camel could use abstract good thing anyway open jira first also move util use support class fair larg patch sure good hand wait either realli incompat remov deprec class,code/design_debt,189
chang make backward compat make chang pleas make sure leav exist class place even extens refactor class chang test possibl ideal none ensur two thing one didnt break anyth exist code still work second user migrat path could take time remov old class later chang break backward compat leav later,code/design_debt,190
chang probabl destruct even,code/design_debt,191
sever class impl use extend compon avoid base class move support exampl anoth case well place impl class also public static convert method use mani compon function move processor avail compon,code/design_debt,192
proxi cleanup work done cxf face test fail camelcxf dig code found proxi instanc creat cxf client use affect endpoint set gone complain npe except use creat client instead avoid npe except check differ use case need take care handler set part use frontend,code/design_debt,193
patch creat new modul call move specif stuff longer depend class test work wonder havent abl test new jar yet havent setup like,test_debt,194
see nabbl invok filter directori allow end user skip entir directori would make poll faster need walk unwant directori logic need appli consum well unit test ensur work,test_debt,195
see nabbl bug creat ticket get resolv leak appar use spring camel default requestrepli jms fix replyto queue consum cach therefor creat poll keep grow intern list creat consum session cach like patch need fix amq side,code/design_debt,196
cameljm requestrepli leak caus eat memori use fix replyto queue name,code/design_debt,197
split control granular much better version upgrad manag case user script probabl one particular languag rout,code/design_debt,198
there mail mail list blueprint friend even though current trunk work nice chanc add integr test,test_debt,199
trivial issu yet sometim bit annoy peopl familiar compon expect default behavior queue produc add messag queue without specifi special oper queue produc instead except oper defin would good consist rest queue produc,code/design_debt,200
patch trunk need add document show use,documentation_debt,201
need help let know btw agre name convent compon uri option messag header look exist compon seem like uri option compon specif name wherea header use format case want overrid option uri use messag header specifi differ name may lead confus thought,code/design_debt,202
make sure document updat next hour,documentation_debt,203
would like improv compon follow place use amazon oper instead add osgi integr test would like resolv issu camel renam oper name backward compat resolv issu today,code/design_debt,205
trivial typo test,documentation_debt,206
would great timer compon support asynchron api featur use timer compon generat event must process multipl thread current implement timer compon make block call usag thread pool hard possibl process multipl timer event,code/design_debt,207
camel mail compon regist support protocol document use current support camel featur request endus privat mail correspond,documentation_debt,208
less verbos spring longer complain error handler configur ad option tweak log level verbos,code/design_debt,209
use jms rout except occur get warn log spring jms error handler configur get stacktrac etc howev camel also default log stacktrac log twice make less verbos allow end user easili custom log level andor whether includ,code/design_debt,210
cameljm make less verbos log case except rollback,code/design_debt,211
correct provid patch unit test test fix,test_debt,212
yeah let return primit type patch welcom unit test,test_debt,213
imho chang introduc ticket caus regress failur avoid null valu cach miss convert case simpli mark convers miss convers result simpli dont get miss cach understand would fine need map cach miss thing like realli intuit read code mayb ideal want lookup miss cach instead see also,code/design_debt,214
yeah correct deal yes need lookup fast type convert registri use lot camel fast possibl becom bottleneck,code/design_debt,215
appli patch trunk thank also fix checkstyl error,code/design_debt,216
found issu previous patch fix test attach second patch,test_debt,217
stream handl inconsist,code/design_debt,220
start shut camel report bit stuff info level make less verbos exampl type convert log line log line instead,code/design_debt,222
start stop camel less verbos,code/design_debt,223
also introduc leak well term kept around separ map need remov need tracer map well,code/design_debt,224
creat track leak affect,code/design_debt,225
add remov lot rout camelcontext jmx enabl accumul map jmx perform counter rout map clear usag map longer need memori accumul map refer old object cannot,code/design_debt,226
shut seda endpoint take shutdown proper howev test dont need could shutdown faster exampl could tweak well camelcor suspect cut minut test time,test_debt,228
faster test seda endpoint shut seda endpoint faster,test_debt,229
remov surefir plugin longer need,code/design_debt,231
polish codebas bit,code/design_debt,232
fix test also run much faster overrid box run test take second compar around second,test_debt,233
cach produc thread safe,requirement_debt,234
weve got bunch negat test current codebas expect thrown howev dont realiz expect except thrown typic pattern correct,test_debt,235
improv perform,code/design_debt,237
think choic alway otherwis alway match otherwis miss choic camel thrown except mayb check rout creation stuff,code/design_debt,238
edit word explicit otherwis cours think think behavior choic way alreadi claus match otherwis silent succeed noop user familiar switch statement think reason expect think perfect reason add otherwis one would add default make explicit exchang fail match would though ad log info otherwis null would say exchang process,code/design_debt,239
defin rout choic match claus found exchang end success without anyth mind fail default case least easi way get behavior,code/design_debt,242
ad camel releas note updat wiki page correct version option avail,documentation_debt,243
cxf consum copi http header camel exchang header may indic charact set use request instanc made avail normal place camel properti exchang call may cours done rout separ processor simplifi done default seem logic place sampl processor perform job,code/design_debt,244
say rout rout defin bug document featur think enhanc page correct,documentation_debt,245
paramet support camelhttp compon least version camel patch provid support paramet support test case provid patch,test_debt,246
think test file miss could pleas add ad bit log would help thank contribut,code/design_debt,247
thank contribut commit trunk creat placehold doc wiki wed appreci document sinc new compon 212 soon port back mainten branch close issu,documentation_debt,248
get new compon document,documentation_debt,249
ideal consum write respons async callback done method done yet though http relat compon bit differ need support well spot,requirement_debt,250
use endpoint manag servlet handl request camel rout that invok mean resourc alreadi servlet write respons file cach stream alreadi remov servlet get chanc read would nice option avail configur servlet handl unit work mark done http respons written way unit work match actual http request,code/design_debt,251
thank patch feel free help ad doc,documentation_debt,252
dont forget updat camel releas page,documentation_debt,254
check code authmethod use camelhttp compon compon strang mention authmethod document also check camelhttp wiki page entri option authmethod,documentation_debt,255
got except say authmethod valu requir went doc mention authmethod accept valu search code find authmethod enum know valu accept find authmethod paramet name,documentation_debt,256
mention authmethod document,documentation_debt,257
due recent allow plugin differ schedul improv use non schedul thread pool avoid run least one poll hack today codebas instead use regular thread pool schedul submit task demand receiv call api,code/design_debt,258
implement mock consum test test still need mock well seda test much faster though,test_debt,261
unit test compon use real object slow use mock object instead speed test test integr done select test major logic test mock,test_debt,262
ive write uri use properti api everyth work great api ad 212 would realli nice abl grab paramet document api well instanc properti set short descript endpoint user would abl,documentation_debt,264
cut releas thing done integr updat document,documentation_debt,266
idea confus end user timeout,code/design_debt,267
first though ad option tell whether timeout first messag receiv group last messag though provid timeout might want second last exchang receiv second first messag way exchang everi second youll aggreg one minut longer thus name paramet didnt want renam paramet say right way mayb proper name dont ask want patch,code/design_debt,269
code commit need updat wiki,documentation_debt,271
strang way solv applic develop use except wrap pleas note method use,code/design_debt,272
reproduc problem pleas see attach fix problem possibl solut remov resolv pleas see attach hope pleas clean bit feedback welcom,code/design_debt,274
yeah welcom cleanup patch,code/design_debt,275
current implement provid public secret file byte array pars object call fine want dynam exchang howev perform impact provid patch ad possibl key cach perform improv ad two interfac user implement key access use provid default implement,code/design_debt,276
current log compon log payload nice format exchang kind option option could enabl log compon custom log also option exchang log stuff line instanc mani option get long,code/design_debt,277
push master patch make use deprec api call time move entir compon new api,code/design_debt,279
dead work,code/design_debt,281
look issu wonder descript implement flag caus confus add featur descript requir mislead cours alway want consum attempt connect upon start rout howev bind fail whatev reason need enter reconnect attempt cycl avail rather stop rout other camel context anyway requir implement function chang branch configur use new option set true reconnect thread start instead tri creat session major chang remov wait thread complet reconnect method allow dostart complet mutex,documentation_debt,282
doc state statement howev seem wrong use compon transact scenario without error someon pleas confirm doc wrong correct doc statement introduc,documentation_debt,283
doc doc state support transact,documentation_debt,284
fix make paramet configur updat document new doc usag plugin configur follow properti salesforc url use generat dtos default use develop environ maximum time hold connect open salesforc generat dtos default second usual fine unless big salesforc schema slow connect salesforc client remot api access salesforc client secret remot api access salesforc account user name salesforc account password includ secret token salesforc rest api version default note current version higher work directori place generat dtos default list sobject type includ list sobject type exclud java regex sobject type includ java regex sobject type exclud java packag name generat dtos default obvious secur reason recommend usernam password field set plugin configur rest properti execut use follow command mvn generat dtos use jackson annot salesforc field type support date time field map field map generat java enumer,documentation_debt,285
see background basic inconsist idempot consum repositori repositori capabl hold type consum use string messag type would handi domain type applic thus consum allow type also probabl mean allow persist type camel would generic type allow support applic domain type custom,code/design_debt,286
featur current keep password plain text case part uri node current order prevent handl sensit inform messag histori general would suggest uri alreadi store item,code/design_debt,287
sinc camel dsl invok prior invok camel context set deleg java caus creat new context first dsl method invok implement introduc store creat camel context set caus instanc leak never remov static set especi unit test follow test show addit context regist rout oppos java verif leak requir profil captur heap termin test case,code/design_debt,288
go ask best way updat document faster thank,documentation_debt,289
exampl apach etc osgi exampl well,documentation_debt,291
alway regist new camel context everi time new instanc creat endpoint consum produc stop remov even compon remov thread pool still exist,code/design_debt,292
remov thread pool stop,code/design_debt,293
jms queue use camel consum rout may well one possibl mani stop chain process previous process step use camel rout messag jms replyto popul valu caus infinit loop cours sens develop error pain constant add code clear camel header equal destin probabl intern cameljm compon,code/design_debt,294
make cameljm robust replyto,code/design_debt,295
doesnt fail time fail time mani test annoy build mani mani attempt need,test_debt,296
compon updat need updat document,documentation_debt,297
current use sslcontext direct creat connect use,code/design_debt,298
compon updat need updat document,documentation_debt,299
current use sslcontext direct creat connect use,code/design_debt,300
suggest add descript tell user instal bundl need,documentation_debt,301
thank patch like unit test code chang verifi,test_debt,302
current abl build test complain miss document also compil fail use java style compil level seem java current tri sort build camel git checkout,test_debt,303
ticket remind improv wiki document bit two compon,documentation_debt,304
http jetti improv document base parent fix dynam option uri sampl,documentation_debt,305
consid context properti suppos limit size log payload possibl set differ semant limit length format exchang messag payload complic set case case default error handler attach extens also honor context properti format exchang,code/design_debt,306
need updat document new command,documentation_debt,307
yes agre also want add aggreg exampl sign yesterday updat wiki soon best regard,documentation_debt,308
chanc updat document,documentation_debt,309
add camel compon oper list javadoc driver updat wiki right merg,documentation_debt,310
willem better solut box default brows api return detail long time exchang also avail jmx end user use track long process exchang karaf camel command also would like remov longer need also code complet thought,code/design_debt,311
box header header suppos box compon clean next step wasnt awar camel dot header convent ill take look api framework see that affect minimum code generat maven plugin affect sinc use convent generat compon also would make new compon backward incompat,code/design_debt,314
sent follow list earlier today dig around code look like http status code set via messag header line howev mention messag header either document would help add header list applic messag header also includ exampl demonstr set respons status code bodi final exist access type exampl modifi clear request access way,documentation_debt,316
typo system properti name enabl trace,documentation_debt,318
third time attempt chang set becom pretti larg make quit hard deal failur make fix stage impact develop potenti need merg would great could avoid commit next hour much ask,code/design_debt,319
pleas consid url case sensit accord general except machin name may url part url case doesnt matter identifi may easi user alway consid url header provid user actual enter,code/design_debt,320
current issu directori endpoint absolut contain arbitrari number lead slash sometim path normal sometim dont code cant find correct prefix absolut path retriev remot file document suggest normal behavior treat absolut ftp endpoint uri directori relat uri contain absolut path warn print,code/design_debt,321
would abl attach unit test also,test_debt,322
todo need document wiki,documentation_debt,323
compon use store last poll time remot file timestamp use compar last poll time new thus download timestamp ftp reliabl use featur default turn test usag ftp server sent file timestamp second avoid timezon issu well instead endus use differ strategi mark file done delet consum file renam consum file see nabbl,code/design_debt,324
easili understood client send use templat mayb server client section client need much less code server exampl clear true paramet turn multicast parallel mode document well code,code/design_debt,325
first think need great exampl mayb easier find wiki site post find ticket link book sampl doesnt work think part list one jms one spell sentenc mayb exchang pattern easili understood new user non endus mayb use term instead list could compon name renam jms someth non test realli use multicast didnt know sure work expect without use expect type 2nd param avoid plain java type cast string aggreg wonder counter build camel use build header instead code old continu,documentation_debt,326
good welcom submit unit test patch file add,test_debt,329
also exampl,documentation_debt,330
fix typo correct url,documentation_debt,331
improv packag also unit test would great sure rout load packag,code/design_debt,333
includ tutori mayb book sure there use document includ like recent chang languag mayb reformat need miss imag various section book wiki entir book,documentation_debt,335
