text,label,document_index
appsummary hold information succeeded jobs completed stages changes proposed pull request currently spark failed jobs failed stages display message completed jobs completed stages consistent previous versions spark reason appsummary information jobs stages code checks appsummary hold successful jobs stages keep completed jobs stage information appsummary make consistent patch tested test steps fix fix closes,non_debt,78
,non_debt,80
unit tests date via onechiporenko,non_debt,82
dont download already,code_debt,83
fix race conditions splitting splitting could requested operation started element could finish splitting,non_debt,84
hbase never running,non_debt,85
align snapshot build number,non_debt,86
added comment transaction operator changed column name variable,non_debt,87
added parameter adds option users define container memory used jvm also named parameters moved inner classes,non_debt,89
added test,non_debt,90
added missing license,documentation_debt,92
trace dag seem good,non_debt,93
coverity,non_debt,94
update documentation,non_debt,96
closes,non_debt,97
expand tested travis,non_debt,98
move block cache parameters references single class,architecture_debt,99
allow define logger category name log annotations,non_debt,100
fixing class cast error code,non_debt,101
remove redundant data member class remove data member class replace method call avoids information multiple places,code_debt,102
adding new sessions,non_debt,104
sync properties,non_debt,105
fix ranger assembly exclude java related jars closes,non_debt,106
optimization changes proposed pull request always used together add first changes needed need add one instead introduce userfacing change patch tested existing closes,non_debt,107
create examples contributed,non_debt,108
merge branch,non_debt,109
,non_debt,111
basic support,non_debt,112
throwing rest place,non_debt,113
bumped release version,non_debt,114
trace adapt trace util compaction module trace util compaction performance problems get trace log base compaction like compaction like,non_debt,115
minor remove old config file,code_debt,116
fix npe set closes,non_debt,120
java implement implement pass capacity creation child closes squashes following commits siddharth implement pass capacity creation child,non_debt,123
merge pull request add support,non_debt,124
fix handling parsing schema patch reviewed,non_debt,126
change default dag view tree view graph view,non_debt,127
merge branch import,non_debt,128
default parameters 200 fix documentation,non_debt,132
merge pull request updates next release version release,non_debt,133
merge remotetracking branch dev,non_debt,134
,non_debt,135
start introduction module module remains end sources proper module without internal apis,non_debt,136
manager implement api,non_debt,138
merge branch cassandra30 trunk,non_debt,139
merge pull request prepare support batch,non_debt,140
merge branch master,non_debt,141
efficient header commits,code_debt,142
addendum fix ambari create ranger plugins namenode installed,non_debt,143
add dependency,non_debt,144
move interfaces autoscaling package,non_debt,145
merge branch cassandra21 trunk,non_debt,146
fixed log task,non_debt,147
http client code resolve issue tests taking long resolve issue http client code large changes made memory usage allow large closes,code_debt,148
fix flow schema validation errors closes,non_debt,149
causes different error message insert null value null,non_debt,150
increase timeouts formatting also got fixed eclipse help failures test second slightly fast cases get,non_debt,151
add comments,non_debt,152
update location sources output,non_debt,153
block datamap creation binary datatype column per binary datatype design datamap creation binary datatype column supported handled closes,non_debt,154
argument parsing added ssl support client tools introduced argument parsing try backwards compatibility earlier version introduced optional argument parsing ssl update however support arguments avoid breaking patch feature adding new arguments supported discussed thread closes,design_debt,155
columns null values makes work release notes,non_debt,156
add tag,non_debt,157
self needs passed methods,non_debt,158
improvements build,non_debt,159
add updated form,non_debt,160
closes,non_debt,161
update,non_debt,162
update,non_debt,163
merge improve stats perf long char,non_debt,164
fix test,non_debt,165
got serializable got giraph working time make bad,non_debt,166
moved test debug test works properly,non_debt,167
merge pull request removing check loan product,non_debt,168
merge pull request move flush position forward first whose start offset,non_debt,169
identify side inputs transform local name necessary identify side inputs pipeline translation execution,non_debt,170
log set,non_debt,172
one merge due main branch changes start next phase work,non_debt,173
simplified key names handling,design_debt,174
merge pull request fixing,non_debt,175
relay support,non_debt,176
update add example,non_debt,177
move context,non_debt,178
support windows build target,non_debt,179
bug direct network usage support added work progress,requirement_debt,180
add timeouts,non_debt,181
fix path error update table,non_debt,182
string function concat closes squashes following commits reynold xin removed concat test reynold xin concat never nullable reynold xin removed extra import reynold xin fixed npe reynold xin added missing file reynold xin string function concat,code_debt,183
two images images directory broken links errors,non_debt,187
code review,non_debt,188
hotfix resolve compiler warnings,code_debt,189
disable catalog tables,non_debt,190
add missing spring tests,test_debt,191
merge pull request plugin memory,non_debt,194
fix dependency date check,non_debt,195
translate java doc english,non_debt,196
,non_debt,197
adds better view params profiles adds better view params profiles adds documentation profile comparison view css parameter tables removes use methods favor built methods doc changes plus minor style changes params key exist profiles need check first adds changelog entry adds test select profiles compare changes,code_debt,200
merge branch androidfeature20160607 httpsgithubcomalibabaweex androidfeature20160607 httpsgithubcomalibabaweex commits revert android update remove conflicts,code_debt,202
fixed errors component,non_debt,203
fixed pomxml format error,non_debt,205
use parameter,non_debt,206
java socket open close,non_debt,207
fixed memory leak proper output bugs groovy fixed time ago given based class doesnt directly use fixes never place ctr,code_debt,209
make proper class,non_debt,210
doc fix doc build,non_debt,211
adjusting invoke running another user properties across closes,non_debt,212
eliminate warnings configure time doesnt support option dont though libraries looking dont move sdk bundle either safe error,code_debt,214
add starting router procedure closes,non_debt,216
added needed support impl array values builders,non_debt,217
add sbt jenkins packages,non_debt,219
add function changes proposed pull request adds function function returns true input arrays contain nonnull common element returns null arrays contains null element false otherwise patch tested added closes,non_debt,220
updating use post supporting closes,non_debt,222
add agent start server jmx,non_debt,223
update api docs,non_debt,224
fixed,non_debt,225
fixed version conflict dependency version,non_debt,226
remove duplicated configuration patch,code_debt,227
setting workers optimization,non_debt,228
unified architecture support closes,non_debt,229
refactoring name auto generated component configuration current document correct name issue module updated doc accordingly,non_debt,232
concat methods moving,non_debt,233
fixes wrong sparse vector flink sparse vector conversion,non_debt,234
make output less verbose,code_debt,235
component json schema json values always string types,non_debt,236
rewrite rebalancing plan generator patch splits functionality module three classes work fixing replica level violations cluster rebalancing shards across cluster implementations first two features pretty similar find shards need moved choose home default code remove shards nodes zone rebalancing code ignore zone home node correct zone shards nodes zone total shards nodes implementation rebalancing bit rebalancing algorithm looks roughly like ensure nodes least shards ensure node shards node nodes node shards shard another node net result database across cluster cluster whole current version module prints shard move copy operations format via also returns list shard node operations stop generating 1000 operations default limit using versions expand note performance number pending operations bugzid bugzid,architecture_debt,237
finish server implementation multi python server add default processor handling python multi,non_debt,239
remove component,non_debt,242
split camelaws component individual components moved,non_debt,243
days period locking product fixed,non_debt,244
added component,non_debt,245
introduce model interface hold definitions related methods,non_debt,246
fixed issue thanks,non_debt,247
patch applied thanks mark,non_debt,248
adding sql fixing tests,non_debt,249
ensure safe encoding since library write bytes since wont code core library need additional dependencies need encoding proper serialization byte array closes,non_debt,251
data block encoding encoding prefix compression,non_debt,252
changes make external clients independent thirdeye database,non_debt,254
add side output multiple side consumers,non_debt,255
adding nav capitalization fix,code_debt,256
merge pull request added overload allow extra,non_debt,257
fixed repo creation issue repo creation called multiple server via,non_debt,260
adding methods content,non_debt,261
avoid using hard data dirs unit contributed kumar,code_debt,262
add partition search tests,non_debt,264
merge pull request add note pages,non_debt,266
merge branch master,non_debt,267
create test module,non_debt,268
minor remove ignored tests hang added new versions tests,test_debt,269
first pass support,non_debt,271
removed old library,code_debt,272
fix test either use dont catch bugs,non_debt,274
addendum fix ambari create ranger plugins namenode installed,non_debt,276
convert active without closing stores several latest taskmanager tasks transition refers task creator handle closing old task creating new one hit exception close close remaining tasks task tell task close recycle state successful processor context state manager transition new type close recycle task normal clean close instead closing state manager recycle maintain store information current store offsets unregister changelog reader new task initialization skip stores still read checkpoint file use offsets store offsets already ensure dont end manual compaction disabled call state restore active stores,design_debt,281
makes closes update guide deprecate component,code_debt,282
parse network topology yaml file contributed chen,non_debt,283
merge pull request upgrade,non_debt,284
update dependency,non_debt,285
add kinesis metric add kinesis metric fixes right time test split report remove latest offsets kinesis report since always null review,test_debt,287
moved webapp project exposed level protocol detection protocol correctly sometimes null,non_debt,288
update jetty version,non_debt,289
updated download page,non_debt,290
merge pull request,non_debt,291
list init optimize data,non_debt,292
attach names worker service attach names worker service fix tests,non_debt,293
use logging configuration testing,non_debt,295
reuse previous available,non_debt,296
add support add support fix test fix bug fix wrong comment address comments,non_debt,297
limit bytearray wrapper logic inside segment creator limit bytearray wrapper logic segment creator use byte places change bytearray become outside segment creation unify behavior dictionary use byte value value fetch use bytearray,non_debt,298
add string code patch jbellis tested,non_debt,299
merge pull request fix bug cannot delete ssh change error message cant specified together change ssh removed fix bug cannot delete ssh projects,non_debt,300
merge branch,non_debt,302
tests classes,code_debt,303
models requirements,non_debt,304
port test suite,non_debt,306
remove exception aqe changes proposed pull request removes excessive exception aqe error messages less verbose mostly consistent execution exceptions stage multiple stage failures also stage errors included part exception thrown rather error logged changes needed make aqe error reporting readable introduce userfacing change patch tested updated existing tests closes,code_debt,308
merge branch master,non_debt,309
clean example metrics sample added,non_debt,310
check delete state topic,non_debt,311
adding convenience method passes attributes map,non_debt,312
implement fault api added fault flag message,non_debt,314
implement rest endpoint parsing connection,non_debt,315
upgrade log search solr version,non_debt,316
karaf released,non_debt,318
fix common docstring issues,non_debt,320
hotfixdocs fix description,non_debt,321
choosing bulk hosts 120 node cluster hosts page srimanth,non_debt,323
allow servlet init method finished patch,non_debt,324
paging messages one,non_debt,325
try fix issue maven upload files sources javadoc,non_debt,326
fixed enabled test java,non_debt,327
ensure closed correctly,non_debt,329
progress,non_debt,330
returning nic details,non_debt,331
instance health web working collector success,non_debt,332
version,non_debt,333
configurable push jobs order node configured push jobs intended one node failed one another bugzid,non_debt,335
chore upgrade,non_debt,336
fix npe try,non_debt,337
upgrade,non_debt,339
hotfix,non_debt,340
specify value parameter add log exception messages fix,code_debt,342
replace current versions gui layout,non_debt,343
optimize algorithm function called found file types function likely case current algorithm could entire matches list times finding location match remove matches start later location finding length addition use various scala functions cause new lists allocated causing performance modifies algorithm matches list track first match seen additionally code replace code replace constant append constant random access matches sequence also adds early return case one match likely case,code_debt,344
bug introduce retry behavior remote testing fix test,non_debt,345
merge pull request websocket option,non_debt,346
adding new hdfs hook using python compatible package,non_debt,347
merge remotetracking branch,non_debt,348
fixed errors,non_debt,349
remove tags,non_debt,350
upgrade net version,non_debt,351
document interface,non_debt,352
modify generate components nav,non_debt,353
ozone scm block deletion message contributed yang liu,non_debt,354
cli permission cleanup init sometimes creates permissions database race condition multiple workers start time create issues object attribute name linting,non_debt,355
closes,non_debt,356
added methods holder,non_debt,357
remove property vector matrix classes,code_debt,358
fix,non_debt,359
fix blank routing job metric detail fix blank routing job metric detail issue currently health jobs detail page code reload health page make working causing blank closes,non_debt,361
merge branch,non_debt,362
bring line code,non_debt,365
fix url,non_debt,366
add,non_debt,367
update docs extensions update docs avro extensions doc updates google cleanup,documentation_debt,370
merge branch cassandra20 trunk conflicts,non_debt,371
support,non_debt,372
fix url javadoc,non_debt,373
require quotes,non_debt,376
check jdbc mapping destroy region destroy region fail region yet destroyed,non_debt,378
revert adding,non_debt,381
removed link download page,non_debt,382
monitor working set number files,non_debt,383
add test case new method binding,non_debt,384
back changes add batch size batch scanner,non_debt,386
properly translate nested composite,non_debt,387
fix rat check failures trunk addendum,non_debt,388
scripts able find metrics libraries,non_debt,389
remove dependency remove dependency contributed checkstyle fixes revert import reorder add javadoc switch back fix typo fix metrics core classpath problem rebase fix,documentation_debt,390
debug logging,code_debt,392
,non_debt,393
add support extra links coming providers closes,non_debt,394
add missing,non_debt,396
bug clear data adding policy status resolved fixed,non_debt,398
rolling upgrade create new tables installation new cluster alejandro,non_debt,400
additional tests make sure connection cannot specified,non_debt,401
refactor code refactored code new java version make contribution groovy every,non_debt,402
read property permission,non_debt,403
raise threshold using inverted index creation high stopping thread time generating inverted index files writing files could cause super long stopping thread time cause connection raise threshold use direct memory value buffer size solve issue generating extremely large inverted index values could still issue want keep threshold prevent running direct memory,non_debt,404
exceptions try catch blocks revert,code_debt,405
merge branch tp32,non_debt,406
skip join called callback thread close method calls wait thread close called api completion callback join waits thread calling join thread wait change checks condition join thread return main loop check condition exit,non_debt,407
merge branch master,non_debt,408
test custom,non_debt,409
conflicts,non_debt,410
updating 120 release,non_debt,411
cause nullpointerexception,non_debt,412
minor changes,non_debt,413
coverity cid null return value,non_debt,414
commit test see changes,non_debt,415
closes,non_debt,416
revert add first readmemd file least trigger github reverts commit preparation initial code drop,non_debt,417
make pool implement,non_debt,419
java fix handling trailing empty fields closes,non_debt,420
close merge checkpoint delete files,non_debt,421
rust parquet arrow list reader port branch well test ensure list types closes,non_debt,422
fix schema problem,non_debt,423
use released camel,non_debt,424
fix doesnt support timestamp type,non_debt,425
generate spark via xuefu,non_debt,426
converting clear form string,non_debt,427
fix clean type errors tests,non_debt,429
mllib pyspark add str repr matrices adding str repr closes squashes following commits mechcoder add tests greater elements mechcoder limit mechcoder change tests mechcoder change str repr representation mechcoder mechcoder added values instead mechcoder minor mechcoder add str repr matrices,non_debt,430
include exception test,non_debt,431
multiple thread,requirement_debt,433
,non_debt,435
hotfix,non_debt,436
fix docs,non_debt,437
add option performance cli order performance,non_debt,438
fix npe,non_debt,439
merge branch,non_debt,440
merge pull request fix constraint failure upgrade upgrade path creates new tables store secondary upgrade path first tries migrate storage pool storage pools removed migrates volumes without checking storage pools removed causes constraint failure refers storage pool exist table fix migrates storage pools including removed storage pools migrates removed field fixes upgrade old cloudstack fix constraint failure upgrade path,non_debt,441
merge pull request fix import error dependency tool,non_debt,442
make public,non_debt,443
use want client ssl test working platforms,non_debt,444
empty task empty lock arent useful prevent created checks,non_debt,445
versions release,non_debt,446
removed remaining stuff,non_debt,447
merge pull request adds logging around bigquery jobs adds logging around bigquery jobs,code_debt,448
merge branch master,non_debt,449
add block allocation metrics scm contributed,non_debt,450
removed classes closes,code_debt,451
merge pull request align dependencies apache karaf,non_debt,452
fix plugin broken,non_debt,453
simplify sql metadata storage,code_debt,455
add expand docs,non_debt,456
merge pull request restrict xml entities,non_debt,457
doc installation steps mac,non_debt,458
renamed build create create build builder pattern updated docs well,non_debt,460
removed retry logic doesnt work correctly results retries doesnt make sense given single call results retry policy,design_debt,461
add pattern ignore findbugs warnings,code_debt,462
remove enable check contributed,non_debt,463
number,non_debt,465
removed zero coding closes squashes following commits jenkins initial commit,non_debt,466
improve tooltip session statistics table column server tab changes proposed pull request columns tab session info web hard add tool start time finish time duration total execution changes needed improve introduce userfacing change patch tested manual test closes,non_debt,467
common pattern transaction lifecycle always call index operations merge commit closes,non_debt,468
fixed regression simple language contains function,non_debt,469
merge branch master httpsgithubcomecomfeecharts,non_debt,470
merge pull request dynamic time datetime column,non_debt,471
doc updates add iter add reset notes add reset notes also update csv iter,non_debt,472
updates set notify true,non_debt,473
hidden,non_debt,474
contribution,non_debt,477
doc add doc write,non_debt,478
commit security,non_debt,479
maven setup restructure maven setup,non_debt,480
unused import,code_debt,481
get proxy users tokens changes proposed pull request makes get proxy users token otherwise throws issue patch tested test environment closes,non_debt,483
upgrade update top level urls root zone database,non_debt,484
notify stages fail cancelled post comment thus includes changes currently look second commit see changes relevant previously stages fail get cancelled sometimes pass single stage failed job cancellation jobs would fail due single stage failure however job cancellation multiple running stages fail job gets cancelled right handled correctly results stages get running stages window even though dead changes event event uses event tell stages fail addition complete successfully change backward compatible two first changes interface could add new event keep existing however less consistent listener events tasks jobs result code failed completed stages handled similar ways note finished updating json code correctly handle new event waiting feedback whether good bad hence wip also backwards compatible changes visible method longer include stage caused failure think change cancellation described failure caused single stage closes squashes following commits fixes response marks review notify stages fail cancelled,design_debt,485
bug adding started event destroy part account delete status resolved fixed,non_debt,486
merge branch cassandra20 cassandra21 conflicts changestxt,non_debt,487
upgrade version,non_debt,488
add commit,non_debt,490
frontend remove frontend,non_debt,492
make container executor configurable make options container executor configurable work around executor startup set see also setting actually used filesystem,design_debt,493
add scanner batch timeout,non_debt,496
installer wizard retry feature deploy step step broken yusaku,non_debt,498
merge branch cassandra30 cassandra311,non_debt,501
merge branch,non_debt,503
fixes run,non_debt,504
merge branch trunk,non_debt,506
maintain internal state commit error invalid login attempt set value based principal fixed login state commits success added attribute indicate first user principal used username broker set principal username,non_debt,507
component docs,non_debt,508
adding condition check groups application parser,non_debt,509
adding macro,non_debt,510
junit assertion,non_debt,511
merge branch develop,non_debt,512
make tests pass java,non_debt,513
remove instead use,non_debt,515
added missing service metadata changes proposed pull request added missing service metadata without metadata service load caused driver fail create reported also changed k8s prefix used k8s existing spark k8s users used patch tested manual testing fix resolved issue closes,non_debt,516
add bytecode support step,non_debt,517
improved doco,non_debt,518
use dependency instead files included added missing commented,non_debt,519
pass location using dataflow integration,non_debt,520
add tests vms base image update,non_debt,523
called keys,non_debt,525
improvement skipping present segments directory,non_debt,526
added missing license notice file component,documentation_debt,527
fix test work protocol,non_debt,528
applied patch thanks,non_debt,529
fix add jar,non_debt,530
minor mostly found couple problems code theres one wasnt able figure would specific value symbol call works correctly,non_debt,531
remove protobuf version property,non_debt,532
provide amqp connection discovery,non_debt,533
kafka remove logging messages producer flush fails closes,non_debt,534
added parameters give better exception message gremlin users use fixed ctr,code_debt,535
correct version,non_debt,536
add yaml method,non_debt,539
always add key lines load log extraction,non_debt,540
mark,non_debt,541
demo application tobago restructure menu directories,non_debt,542
minor refactoring,non_debt,543
trying fix travis,non_debt,544
add metric expose timestamp block,non_debt,545
,non_debt,546
cant refresh class url file,non_debt,547
alerts alert groups add ability edit save,non_debt,548
block twice safe mode threshold,non_debt,550
merge,non_debt,552
test graph ops,test_debt,553
complete application properties ensure complete properties level ensure options,non_debt,554
support resource via,non_debt,555
merge remotetracking branch,non_debt,556
correctly attach artifacts doesnt exist,non_debt,557
update release note,non_debt,559
add locks,non_debt,560
switch calls call public get methods java instead referencing private fields jira pull request closes,non_debt,561
merge branch master master,non_debt,564
php generator add array functions patch,non_debt,565
removing attribute group,non_debt,566
update,non_debt,567
add,non_debt,568
fix use date command linux,non_debt,569
adds example open loop policy adds message notification operator allows manually autoscaler policy increase,non_debt,570
update tutorial,non_debt,571
update status,non_debt,572
merge pull request enforce analysis,non_debt,573
basic validation rest methods,non_debt,574
remove minutes wait get stack dump,non_debt,575
relevant fields determine update check changes fields already code field values rest api,non_debt,577
update apache directory server version reviewed,non_debt,578
complete deployment policy cli,non_debt,579
release info,non_debt,580
simplified tracing collector address config,code_debt,581
check broker version methods add check broker protocol version least supporting transactions closes,non_debt,583
remove boolean example configuration patch jbellis reviewed brandonwilliams,non_debt,584
default values properties like max versions changed hbase,non_debt,585
get rid comment moving result expression statement using call intended need anymore,documentation_debt,587
applied patch thanks jonathan,non_debt,588
use value keys instead user values fixes problems lookup,non_debt,589
offset,non_debt,590
javadocs,documentation_debt,591
making possible override process tuple,non_debt,592
add tests contributed,non_debt,593
upgrade add test case issue,non_debt,594
make class abstract contributed,non_debt,597
fix javadoc bug,non_debt,598
,non_debt,600
,non_debt,601
make approach docs,non_debt,602
hotfix exclude lower version could conflict higher version needed exclude lower version could conflict higher version changes proposed pom modified introduce user interface change new testcase added closes,non_debt,605
fix added test,non_debt,606
update versions,non_debt,607
,non_debt,608
use counting inside outside transaction see,non_debt,609
apply display value transform batch api calls,non_debt,610
rename parameters match new api,non_debt,611
reduce,code_debt,612
fix component tests,non_debt,614
add support operations patch benjamin lerer reviewed alex petrov,non_debt,615
connection timeout properly amqp broker connections,non_debt,616
use instead scala map changes proposed pull request problem add avoid problem details patch tested closes,non_debt,617
merge branch,non_debt,618
delete,non_debt,620
raise exception failures behavior,non_debt,623
remove redundant statement,code_debt,624
replace sleep calls waits coauthoredby,non_debt,625
tables clean delete hosts,non_debt,627
updated thread safe fast removed rate calculation calculation,requirement_debt,628
layout,non_debt,629
added stream config eip base docs,non_debt,630
merge pull request fix types improve test cases,non_debt,631
merge branch master,non_debt,632
minor update consumer javadoc invalid operations unassigned partitions document cases attempting invalid operation unassigned partition also change position raise called unassigned partition consistency,non_debt,633
version pomxml reviewed,non_debt,634
merge branch tp32 conflicts pomxml,non_debt,635
merge branch dev website,non_debt,636
refactoring,non_debt,637
skip repo url check instead ambari java code,code_debt,638
add,non_debt,640
decouple executor,architecture_debt,641
assert entire graph,non_debt,642
vmware set true upgraded vms full clone description set flag version data flag set false set true earlier set flag based version numbers good logic set flag,non_debt,643
fix crash comparing since cannot sorted time,non_debt,644
implemented,non_debt,645
remove deprecated methods changes proposed pull request remove methods deprecated patch tested existing tests closes,code_debt,647
attempt migrate longer needed still possibly,non_debt,648
java doc,non_debt,650
store remote address hostname within,non_debt,651
additional fix failing test,non_debt,652
switch action,non_debt,653
creation separate methods,non_debt,654
provide detail,non_debt,655
merge branch,non_debt,656
remove also cleanup use define sort clean better long,code_debt,657
updated,non_debt,659
release branch process,non_debt,660
systemml engine enhancements added help,non_debt,661
make patch jbellis reviewed brandonwilliams,non_debt,662
add security state ambari database via,non_debt,664
merge branches master,non_debt,665
bug set basic network,non_debt,666
merge pull request use sql params,non_debt,667
shell scripts remove local mode windows instead uses start start jobmanager taskmanager background processes,non_debt,668
add support backwards compatibility reporting failed tests also removed class added class simplified reflection,code_debt,669
finally twice npe casting method result,non_debt,670
wrong content using add,non_debt,672
disable flaky test gluon,test_debt,673
hotfix docs update checkstyle version documentation closes,non_debt,674
scan schema resolution mechanism resolve scan schema projection list provided schema early reader schema actual reader schema,non_debt,675
try fix test cover try fix test cover update set test try try new setting,non_debt,676
code,non_debt,678
clean import ranger service via,build_debt,679
moving class,non_debt,680
update maven scm information commit updates maven scm definitions top level pom point new git repository location preparation release,non_debt,681
add javadoc tests contains,non_debt,682
merge pull request refactor data source rules,non_debt,684
generated server implementation send response type exception exception patch,non_debt,685
delete consistently scans,non_debt,686
redundant type argument,code_debt,687
streaming proper opening,non_debt,689
pass exception throwing exception,non_debt,690
fix output compiler shared variables commit fixes variable scope collector make sure variables always order without compiler may generate different bytecode sources problem bytecode used cache key like gradle sources different bytecode issue,non_debt,691
authentication removed longer possible github,code_debt,692
move assert hive spark via spark branch,non_debt,693
run relevant tests github actions changes proposed pull request mainly proposes run relevant tests like jenkins builder currently github actions always run full tests resources addition also fixes issues related together main existing logic embedded devruntestspy jenkins builder use order run related test cases fixed run doc tests references available via history available addition fixes devruntestspy match terms options environment variables moved proper options example consistent example also fixed formatting issue module matrix incorrectly runs modules changes needed running related tests save resources avoid flaky tests etc also runs devruntestspy properly usages similar devruntestspy run examples modules introduce userfacing change patch tested manually tested spark closes,non_debt,694
add,non_debt,695
point including state message fixed,non_debt,696
add class generated,non_debt,698
restore,non_debt,699
leader command integration tests patch adds test cases leader command added,non_debt,701
hotfix tests fix,non_debt,702
split methods two methods depending context closes,non_debt,703
resolve discovery load order compile warning problem,non_debt,704
improved config,non_debt,706
refactoring sheet using json hidden,non_debt,707
visualization api returns system components also fixed visualization api missing system components one fixed issue description system shouldnt shown,non_debt,708
csv well,non_debt,709
merge remotetracking branch originmaster,non_debt,710
support query table,non_debt,711
optimize imports,build_debt,712
wip parameter change,non_debt,713
merge remotetracking branch,non_debt,714
closing date prs closes closes,non_debt,715
,non_debt,716
fix format add dev,non_debt,717
updated changelogmd,non_debt,718
check null explain,non_debt,719
fix,non_debt,720
timeout script execution gremlin server cancelled property failed script evaluation gremlin server triggers cancel process attempting timeout script run long,non_debt,722
consistently apply indentation,code_debt,723
fix checksum assertion,non_debt,724
closes pull request thanks contribution,non_debt,725
merge branch master,non_debt,726
merge pull request turn output compression default,non_debt,727
fix bug unit test route,non_debt,728
use parameterized tests assertions,non_debt,729
switch pig default engine tez daniel dai via alejandro,non_debt,730
fixing instead version stop jvm properties also making,non_debt,731
convert str bytes change error message fix lint fix lint fix lint update raise message,non_debt,732
fix incorrect return code allow retries contributed lee,non_debt,733
fix new bulk import remove warnings fix new bulk import remove warnings fix bunch warnings ensure new bulk import requests remove deprecation internal impl code old bulk import remove unnecessary serializable new bulk code mapping information use new bulk import tests testing old bulk import behavior remove unused variables tests left commented reference improvements client configuration code,code_debt,734
chunk jvm support,non_debt,736
removed related code refactored removed added back method fixed test fixed test,non_debt,737
doesnt access,non_debt,740
change looks like typo trying get service domain name cache coming name,documentation_debt,741
fix exception twice,non_debt,745
use data service implement copy template,non_debt,747
fix structure according fix net structure according struct input output 56x56x24 56x56x24 56x56x24 56x56x24 28x28x32 28x28x32 28x28x32 28x28x32 28x28x32 28x28x32 14x14x64 14x14x64 14x14x64 14x14x64 14x14x64 14x14x64 14x14x64 14x14x96 14x14x96 14x14x96 14x14x96 14x14x96 14x14x96 7x7x160 7x7x160 7x7x160 7x7x160 7x7x160 7x7x160,non_debt,751
minor add changestxt site,non_debt,752
code improvements,non_debt,753
fix openjdk changes using base image,non_debt,754
fix redundant line break plan xml calcite removes redundant line section file removed bump calcite,code_debt,755
fix modify details,non_debt,756
wip add frontend internal,non_debt,757
android support force api,non_debt,758
test thanks,non_debt,759
robust option,non_debt,760
using pluggable annotation processing api test check methods deprecated attributes,code_debt,761
applied patch thanks,non_debt,762
user activity tobago demo trunk,non_debt,763
wrong type used,non_debt,764
prefer values old tree merging commit refactor key tree merging logic necessary resolution two test cases checking ability merge tree removed functionality longer supported couchdb merged linear revision history existing revision tree,non_debt,765
make sure also read default,non_debt,766
upgrade queue version,non_debt,767
sync deps,non_debt,768
update protobuf rules update,non_debt,769
add features repository,non_debt,770
merge branch cassandra30 cassandra311,non_debt,772
upgrade version,non_debt,773
