text,label,document_index
properti thing either properti path need make sure object creat given dont way test actual valu path object though,test_debt,115
test case gone,test_debt,116
attribut name valu xml spec doesnt requir preserv order ant test reli exact order follow code copi could also use attribut convert attribut node also store attribut xxx jdk use purpos except order refid number datatyp check refid set attribut set check work build script attribut refid attribut ant refid attribut process first,test_debt,117
todo turn paramet,code/design_debt,118
todo improv,code/design_debt,120
mayb move vector problem occur,code/design_debt,123
todo method doesnt appear use,code/design_debt,124
todo realli necessari,code/design_debt,125
program error bail,code/design_debt,126
program error bail,code/design_debt,128
todo replac proper except,code/design_debt,130
todo properti,code/design_debt,132
need implement testbeangui find correct gui class,code/design_debt,134
null sure,code/design_debt,135
todo implement type,code/design_debt,136
need implement testbeangui find correct gui class todo remov probabl make sens,code/design_debt,138
nonnls1 todo use differ format,code/design_debt,139
notus long load node,code/design_debt,140
lead code care,code/design_debt,141
program error bail,code/design_debt,144
mayb move vector problem occur,code/design_debt,145
key histor reason,code/design_debt,146
use protect doubl data null,code/design_debt,147
program error bail,code/design_debt,148
program error bail,code/design_debt,149
todo effici,code/design_debt,150
todo use,code/design_debt,151
tree panel display respons tree view author todo implement find node tree use,code/design_debt,153
todo method need public isnt current call outsid class,code/design_debt,154
use,code/design_debt,156
todo allow null type,code/design_debt,159
todo need,code/design_debt,161
todo call start stop,code/design_debt,162
use,code/design_debt,163
todo believ follow code end method obsolet sinc longer seem gui compon,code/design_debt,164
method broken anyway,code/design_debt,165
todo sensibl number nonnls1,code/design_debt,166
todo work search xml pane,code/design_debt,167
todo sensibl,code/design_debt,168
return fragment text rather text fragment,code/design_debt,169
clear caus conflict version perhap,code/design_debt,170
todo valid reason type,code/design_debt,172
valu todo remov either match contain,code/design_debt,173
todo,code/design_debt,174
allow jmeter render frame relat imag must done,code/design_debt,175
todo use test code,code/design_debt,176
todo,code/design_debt,177
provid descript class todo ever use cant rememb remov isnt todo text bean displaynam return descript class,code/design_debt,178
provid dummi implement download display relat resourc frame imag todo creat better dummi display todo link somehow,code/design_debt,179
todo seem call,code/design_debt,180
todo make run indic class instead,code/design_debt,181
child sampl children todo warn level,code/design_debt,182
hack allow test find test end transient boolean fals,code/design_debt,184
hack resolv gui mode,code/design_debt,186
add system properti check see jmeter run mode nonnls1 todo creat new instanc,code/design_debt,187
littl hack add listen start list ensur thread run show first listen modifi certain valu listen call,code/design_debt,189
todo move compon reason core use coupl test,code/design_debt,190
todo bit code need tidi unfortun compon core bug,code/design_debt,191
todo appear use,code/design_debt,193
ensur sampl variabl correct run todo best way done elsewher,code/design_debt,194
add fix see see,code/design_debt,195
hack allow extern control,code/design_debt,196
todo use space,code/design_debt,197
todo also clear,code/design_debt,198
todo level debug,code/design_debt,200
effect writer except get provid dont know method class,code/design_debt,201
todo fix,code/design_debt,202
fixm get focus correct,code/design_debt,203
menubar relat method todo realli need menubar method duplic perhap make menu bar access,code/design_debt,205
hack get full modifi valu,code/design_debt,206
todo consid remov method provid method wrapper instead would allow gui packag addit requir done,code/design_debt,209
mayb noth,code/design_debt,210
notus privat,code/design_debt,211
todo believ follow code end method obsolet sinc longer seem gui compon,code/design_debt,212
avoid error ant task test good way,code/design_debt,213
appear use call call,code/design_debt,214
aggreg sampl result use batch mode sampl aggreg key defin todo merg error count parent class,code/design_debt,215
todo error back,code/design_debt,216
jmetertreenod testbeangui special gui class arent intend ad menus todo find better way check,code/design_debt,217
use,code/design_debt,219
use,code/design_debt,220
todo perhap save item header,code/design_debt,222
todo class implement,code/design_debt,223
set set valu appropri todo would nice make final sure need chang creation,code/design_debt,224
sampl aggreg thread name thread group default,code/design_debt,225
use,code/design_debt,227
todo turn method,code/design_debt,228
appear use yet,code/design_debt,229
sampl aggreg thread name thread group default,code/design_debt,231
todo probabl alway,code/design_debt,232
todo restor,code/design_debt,233
todo provid proper name,code/design_debt,234
todo matter empti line termin loop output file never contain empti line probabl need check whether reader,code/design_debt,235
must set xml rather hack save chang method call includ extra variabl variabl access one thread need synchron,code/design_debt,237
todo restor,code/design_debt,238
todo use make privat,code/design_debt,239
check case,code/design_debt,242
todo right thing,code/design_debt,243
use,code/design_debt,244
todo code set,code/design_debt,245
todo implement,code/design_debt,246
check case,code/design_debt,247
use element generat class,code/design_debt,248
check string valid jmeter express current implement basic accept string contain valid express todo improv keep return true,code/design_debt,249
todo use remov,code/design_debt,250
guess happen result bad file read case would better replac incorrect valu anyth valid default valu properti time prefer awar problem occur like program error ill bail note cant bail newli creat element valu must get default also load previous version jmeter test script valu may right get default valu todo review possibl chang,code/design_debt,251
todo work yet need determin sampl type,code/design_debt,252
program error bail,code/design_debt,253
temporari fix allow default chang,code/design_debt,254
todo consid use privat log deriv class,code/design_debt,255
appear use yet,code/design_debt,256
rememb chang class chang,code/design_debt,257
rememb chang class chang,code/design_debt,261
follow variabl set done start call valu publish thread safe todo consid pass constructor made final avoid ad lot paramet perhap paramet wrapper object,code/design_debt,262
todo set thread name might effici fetch name,code/design_debt,263
set allow access run valu function variabl howev seem help listen,code/design_debt,264
todo fix real implement,code/design_debt,266
todo clear relev entri possibl,code/design_debt,267
sure alway null constructor,code/design_debt,268
todo use super class valu,code/design_debt,269
custom ignor error todo implement condit check log deriv directori,code/design_debt,271
map contain page form encod todo realli need share proxi instanc,code/design_debt,272
note sourc line argument call way make argument sensibl,code/design_debt,273
except wrap,code/design_debt,274
todo empti block,code/design_debt,275
todo perhap error,code/design_debt,276
clone produc correct type todo need clone list,code/design_debt,277
todo call deprec class,code/design_debt,278
todo probabl need,code/design_debt,279
todo need probabl chang thread start jmeter home directori exclud trail separ jmeter directori exclud trail separ,code/design_debt,281
todo clear relev entri possibl,code/design_debt,283
todo,code/design_debt,284
todo equal depend field count,code/design_debt,285
todo sync realli need,code/design_debt,286
todo correct,code/design_debt,287
todo pass,code/design_debt,288
todo equal depend field count,code/design_debt,289
todo method signatur method chang match use paramet instead would requir instanceof check ad listen would also make behavior bit obvious subclass java rule deal situat arent alway subclass may think call version method realli call superclass version instead,code/design_debt,291
todo method synchron function execut,code/design_debt,292
todo engin static,code/design_debt,293
todo,code/design_debt,295
fix bug caus pars error howev defin seem parser skip termin long option short option,code/design_debt,296
todo improv error handl,code/design_debt,297
todo improv error handl,code/design_debt,298
add logtarget root logger fixm what clean way add logtarget param logtarget logtarget array,code/design_debt,299
hack reduc need load everi class mode need function todo perhap use class file instead class name contain string class name contain string,code/design_debt,300
todo exact order requir test chang comparison set compar necessari,code/design_debt,301
todo field alway true,code/design_debt,302
todo improv check,code/design_debt,303
todo could return,code/design_debt,304
todo field alway true,code/design_debt,305
wrong,code/design_debt,306
todo,code/design_debt,308
wrapper convert class todo work convert assert treat rather error,code/design_debt,309
method broken anyway,code/design_debt,310
todo realli return specif match,code/design_debt,311
todo possibl,code/design_debt,314
todo use gui,code/design_debt,316
current use,code/design_debt,317
note handl simpl could formal cant session contain either whole set express quick hack anyway care,code/design_debt,319
todo fix real implement,code/design_debt,320
todo improv string version better match browser behaviour browser would better reflect string,code/design_debt,321
hack skip process,code/design_debt,323
todo find way avoid cost creat string probabl new work byte would better,code/design_debt,324
todo call rather,code/design_debt,325
java longer allow set dont check see todo point check header,code/design_debt,326
pass dont make sens proxi record todo correct name,code/design_debt,327
todo need clean,code/design_debt,328
nonnls1 todo variabl,code/design_debt,329
hack skip process,code/design_debt,330
todo replac effici method,code/design_debt,331
wont work generat result popul hack skip process,code/design_debt,333
hack,code/design_debt,335
todo hack remov later,code/design_debt,337
todo allow,code/design_debt,339
todo perhap return,code/design_debt,340
todo specifi collect type without break caller,code/design_debt,342
todo happen,code/design_debt,343
form paramet alway mime type todo make paramet,code/design_debt,344
nonnls1 todo file somehow,code/design_debt,345
appear use,code/design_debt,346
allow serializ test work todo serializ test necessari jmetertreenod longer gui compon,code/design_debt,348
todo null correct,code/design_debt,349
todo handl thread stop,code/design_debt,350
slight hack need ensur reset previous call,code/design_debt,351
todo call null,code/design_debt,352
may replac later,code/design_debt,353
todo could convert generic class,code/design_debt,354
todo use,code/design_debt,356
todo make static,code/design_debt,357
hack allow entir url provid field,code/design_debt,358
todo check argument one argument valu equal post bodi,code/design_debt,359
todo belong elsewher,code/design_debt,361
todo happen,code/design_debt,362
todo need current done sampl complet catch toplevel sampl,code/design_debt,363
todo bit,code/design_debt,364
todo correct first file cant write header alway save even one file,code/design_debt,365
rememb chang class chang,code/design_debt,366
todo return someth els,code/design_debt,367
nonnls1 todo variabl,code/design_debt,369
todo correct default,code/design_debt,370
todo need add file content nonnls1,code/design_debt,372
todo merg put post method far possibl post check invok,code/design_debt,373
get content length tell much data read todo mayb support chunk encod cannot reli content length,code/design_debt,374
todo correct default,code/design_debt,375
todo correct default,code/design_debt,376
todo field public dont appear use extern also differ etc case seem use method name log howev field use valu,code/design_debt,378
notus todo,code/design_debt,379
rememb chang class chang,code/design_debt,380
todo find retriev script present script use method set nonnls1 nonnls1,code/design_debt,381
todo process warn set code messag success,code/design_debt,382
todo encod configur nonnls1,code/design_debt,383
todo method refer realli use,code/design_debt,385
todo method refer realli use,code/design_debt,386
mayb consid creat global cach random file make jmeter effici,code/design_debt,387
mayb consid creat global cach random file make jmeter effici,code/design_debt,388
jmetertreenod testbeangui special gui class arent intend ad menus todo find better way check,code/design_debt,389
menubar relat method todo realli need menubar method duplic perhap make menu bar access,code/design_debt,390
use creat,code/design_debt,391
todo set differ status enough messag found,code/design_debt,392
todo fix real implement,code/design_debt,393
allow serializ test work todo serializ test necessari jmetertreenod longer gui compon,code/design_debt,394
fixm broken code,code/design_debt,395
notus privat string,code/design_debt,396
find bean check resourc properti file check properti file dont extra key check necessari properti defin least default properti file except bean name contain todo check properti file dont duplic key import,code/design_debt,397
could perhap variabl name,code/design_debt,398
todo code set,code/design_debt,399
add separ,code/design_debt,400
todo skip process,code/design_debt,401
todo add real test split remov,code/design_debt,402
use transient protect null anyway suppos class,code/design_debt,403
other could privat,code/design_debt,404
todo ever happen,code/design_debt,405
todo fetch list languag file chang languag list need reflect,code/design_debt,406
todo move util class,code/design_debt,407
todo need implement kind connect pool connect share thread share connect destin share,code/design_debt,408
todo,code/design_debt,409
set content type todo need string,code/design_debt,410
todo assum respons alway immedi follow origin respons may alway true better way,code/design_debt,411
todo best way,code/design_debt,412
keep path todo allow directori end jar remov check,code/design_debt,413
todo work current situat hack get editor report whether want whether properti label left top editor,code/design_debt,414
hack save packag transact control,code/design_debt,415
mani class assign todo must way,code/design_debt,416
hidden,code/design_debt,417
hack make variabl element dynam,code/design_debt,419
hack forc control load tree,code/design_debt,420
might use also make avail request tab post,code/design_debt,421
header save data nonnls1,code/design_debt,422
header save data nonnls1,code/design_debt,423
show larg string cost avoid respons data todo instead could call user choos respons data tab could warn user happen choic doesnt confirm wait,code/design_debt,424
need implement testbeangui find correct gui class,code/design_debt,425
todo string resourc,code/design_debt,426
todo correct strategi throw except allow assert pass,code/design_debt,427
call reason clear everyth,code/design_debt,428
use,code/design_debt,429
todo move,code/design_debt,430
notus yet privat filenam,code/design_debt,431
mayb move vector problem occur,code/design_debt,432
todo call super,code/design_debt,433
todo document reason,documentation_debt,434
todo cant see anyth spec,documentation_debt,435
todo cant see anyth spec,documentation_debt,436
todo somehow show progress,requirement_debt,437
todo support multipl,requirement_debt,438
todo fetch per var,requirement_debt,439
todo add delet current support nonnls1,requirement_debt,440
todo use todo use,requirement_debt,442
set overal status transact sampl todo improv ad count class,requirement_debt,443
exit end test appli server,requirement_debt,444
report boundari need allow error otherwis miss also need check weve hit window alreadi,requirement_debt,445
allow mimetyp file control content type obvious gui upload file send content nameless paramet todo need multipl file upload scenerio,requirement_debt,447
convert arg list vector,requirement_debt,448
chunk transfer encod realli support yet read without block know stop read cannot block todo implement support chunk transfer know read whole request therefor allow read block,requirement_debt,449
allow mimetyp file control content type obvious gui upload file send content nameless paramet todo need multipl file upload scenerio,requirement_debt,450
allow mimetyp file control content type obvious gui upload file send content nameless paramet todo need multipl file upload scenerio,requirement_debt,451
allow mimetyp file control content type obvious gui upload file send content nameless paramet todo need multipl file upload scenerio,requirement_debt,452
todo handl filenam,requirement_debt,453
yet handl,requirement_debt,454
todo check error log,requirement_debt,455
todo perhap note connect end test,requirement_debt,457
todo enabl proper test,test_debt,458
todo make separ test,test_debt,459
todo need lot test,test_debt,460
todo need lot test,test_debt,461
todo add test,test_debt,462
todo add test,test_debt,464
todo done even full test load fail,test_debt,465
todo assert separ test,test_debt,466
todo need test,test_debt,467
todo add test check name long option match uniqu,test_debt,469
todo mvw done gef,code/design_debt,470
todo temporari crutch use fig updat use constructor accept diagramset object,code/design_debt,471
todo cyclic depend figedgemodelel,code/design_debt,472
todo probabl abstract factor directori stuff file handl come sure,code/design_debt,474
todo need,code/design_debt,477
todo move toolbar project,code/design_debt,478
todo temporari method make sure model updat focus combo box long term attempt updat model see,code/design_debt,479
todo super take graphmodel,code/design_debt,481
workaround miss abil pars,code/design_debt,482
todo need tidi stabl releas graph model creat constructor,code/design_debt,483
wrong call null handl workaround return empti collect,code/design_debt,484
todo navig direct tfm,code/design_debt,485
todo doesnt look right review tfm,code/design_debt,486
return statemachin todo method call fig introduc depend cycl would much better could use link thing,code/design_debt,487
constructor todo method handl set miss,code/design_debt,489
todo perform critic method,code/design_debt,490
todo need work must determin fig enclos pool within bound fig translat,code/design_debt,491
todo optim root model case tfm,code/design_debt,492
todo realli need carri old behavior,code/design_debt,493
todo seem like forc workaround indirect one appear need though fix problem proper tfm,code/design_debt,495
todo realli need,code/design_debt,496
todo uml spec requir client model tfm,code/design_debt,497
todo unus,code/design_debt,498
todo temporari let tree implicit tfm,code/design_debt,500
todo split inherit attr critic local attr critic,code/design_debt,501
may actual make differ present code behind addtrigg need work,code/design_debt,503
todo handl multipl top level packag,code/design_debt,504
todo better wrap throw,code/design_debt,506
creat small imag todo use fix height buffer could smarter comput height would fit memori allow use buffer imag minim multipl render pass,code/design_debt,507
todo support iter declar,code/design_debt,508
return return default stereotyp view todo enumer,code/design_debt,509
todo shouldnt depend current project make sure defin undo manag,code/design_debt,511
remov diagram exist todo move gef,code/design_debt,512
todo need manag undo perproject basi instead use gef global undo manag,code/design_debt,513
class give critic access part uml model design defin function return children given part uml model basic goe project model modelel argo critic agenc use appli critic appropri todo think know composit associ uml metamodel incomplet updat uml done use inform metamodel rather hardwir code tfm see see author,code/design_debt,515
todo defin constant magic number,code/design_debt,516
todo consid inherit associ todo self loop doubl count,code/design_debt,517
todo multipl associ pair element need special case dont tfm,code/design_debt,518
get current threshold todo protect return current threshold,code/design_debt,519
need work send receiv icon,code/design_debt,522
todo offend need strong type tfm 20070630,code/design_debt,524
express implement one combobox select todo modul project,code/design_debt,525
must overridden make sens didnt want make abstract might requir,code/design_debt,528
todo use default valu appropri type,code/design_debt,530
todo fire event projectbrows regist listen,code/design_debt,531
superclass longer method perhap whole thing remov tfm,code/design_debt,532
todo actual hack diagram type like diagram access current diagram get info might caus problem there anoth diagram activ remov current project load new one,code/design_debt,533
todo handl multipl top level packag,code/design_debt,534
follow specif todo correct gef use abstract,code/design_debt,535
todo still use argouml string hardwir,code/design_debt,536
languag must uniqu todo model dont use dialog chang first,code/design_debt,538
todo cyclic depend,code/design_debt,539
todo instanc variabl creat need,code/design_debt,540
check duplic name renam necessari,code/design_debt,541
creat new ocl critic param ocl express param headlin headlin param descript descript param info url param knowledg type param decis param prioriti prioriti throw ocl valid todo need list simpl collect,code/design_debt,542
todo insid block forgotten els question,code/design_debt,543
todo mayb separ name,code/design_debt,544
todo minim updat strategi would better minim work event fire may better deprec method forc call manag updat sinc probabl usual want add remov singl element tfm,code/design_debt,545
todo use come,code/design_debt,546
todo show user messag load project use notat current avail fall back default notat done mayb implement,code/design_debt,547
todo parent remov see,code/design_debt,548
todo handl access import,code/design_debt,550
todo probabl need tfm,code/design_debt,552
todo method obsolet use etc,code/design_debt,553
todo check semant tfm,code/design_debt,554
todo move gef,code/design_debt,555
todo super take graphmodel,code/design_debt,558
stereotyp todo arent stereotyp handl elsewher,code/design_debt,559
todo fire event projectbrows regist listen tfm,code/design_debt,560
todo support one,code/design_debt,561
todo remov old implement need tfm,code/design_debt,562
todo find better way hard code,code/design_debt,563
public object goal return todo need better represent goal,code/design_debt,565
local variabl,code/design_debt,566
todo realli separ class,code/design_debt,567
modelel chang give prioriti check critic todo todo object first creat param design materi param reason reason,code/design_debt,568
todo could general initi stuff need,code/design_debt,569
todo call see,code/design_debt,570
todo chang use instanc per project gef enhanc,code/design_debt,572
hack item check includ empti folder realli need,code/design_debt,573
todo next line code long,code/design_debt,574
todo unus,code/design_debt,575
method inform call thus well need creat one call know kind mess,code/design_debt,576
todo need set input encod done todo pars none member type inputsourc inputsourc new inputsourc new argo,code/design_debt,577
todo execut remov need tfm,code/design_debt,578
load project display nice progressmonitor param file project open param whether show gui todo need refactor gui independ tfm,code/design_debt,579
todo,code/design_debt,581
todo creat depend critic subsystem instead subsystem regist desir menus action,code/design_debt,583
todo get rid magic number figur repres line width,code/design_debt,584
refer action need mac hack,code/design_debt,585
may actual make differ present code behind addtrigg need work,code/design_debt,588
todo class part depend cycl projectbrows,code/design_debt,589
todo wont use take care uniqu,code/design_debt,591
get classifi import packag todo probabl happen automat tfm,code/design_debt,593
todo add open recent project command command state decoupl user set,code/design_debt,594
todo magic number,code/design_debt,596
hack order abl compil,code/design_debt,598
todo isnt stuff manag,code/design_debt,600
temporari warn dialog uml2,code/design_debt,601
todo class move packag,code/design_debt,602
classifi role must return sent messag case return empti list todo must incom messag sent one,code/design_debt,603
initi argouml applic version link doesnt return null throw except someth goe wrong todo move helper class,code/design_debt,604
creat enumer return object new enumer sinc uml todo need extra paramet specifi modelext new element creat,code/design_debt,605
todo let move behind model interfac,code/design_debt,606
classifi role must return receiv messag case return empti list todo must messag receiv one,code/design_debt,607
event handl event global entir applic todo notat event move someplac specif futur manag perproject basi,code/design_debt,608
creat empti initi instanc uml node return initi uml node instanc todo need extra paramet specifi modelext new element creat,code/design_debt,609
todo fix subclass titl alway local local remov,code/design_debt,610
determin pass paramet return direct kind todo duplic link return true return direct kind param handl paramet,code/design_debt,612
todo appropri client list list paramet,code/design_debt,613
todo actionst callstat subactivityst replac uml explicit model action,code/design_debt,614
todo silent ignor instead return fals,code/design_debt,615
find icon given model element return icon icon param valu model element todo use string match classnam sinc mean knowledg model element implement outsid model compon,code/design_debt,616
gef version loader todo probabl pass icon load doesnt seem way gef tfm,code/design_debt,617
return key tag tag valu todo exact remov one param handl tag valu return found valu string,code/design_debt,618
todo get metamodel nonnls1,code/design_debt,620
classifi singl todo probabl belong critic instead,code/design_debt,623
part design issu affect member either model element link fig link diagram todo offend need strong type common supertyp three type cant type list introduc common tfm 20070630 list offend set constructor cannot chang,code/design_debt,624
repli set design materi subject todoitem return offend todo offend need strong type tfm 20070630,code/design_debt,625
todo could collect find effici way,code/design_debt,626
todo general assum uml type name uniqu without qualifi packag name true uml,code/design_debt,627
model design goal make design provid use control inform agenc critic relev design goal ever execut todo realli part domain extens develop part argo much author jason robbin,code/design_debt,628
todo need etc,code/design_debt,629
todo fetch stereotyp profil,code/design_debt,630
return default type return paramet method return classifi use default type todo belong projectset tfm,code/design_debt,632
todo hold lock entir recurs travers,code/design_debt,633
todo add someplac,code/design_debt,634
todo wellformed rule uml142 45320 root cannot general impli,code/design_debt,635
todo fetch stereotyp profil,code/design_debt,636
todo let build separ method,code/design_debt,637
todo refer factori need factori factori,code/design_debt,638
todo first loop count item appear redund tfm 20070630,code/design_debt,640
creat new panel given step exampl given step creat first step wizard todo might make subclass wizard show step user without wizard could easili author store xml file effici present reus singl panel singl param number step make panel return new panel given step,code/design_debt,641
copi file sourc destin todo perhap belong util class sort param sourc sourc file copi param destin file return success status flag,code/design_debt,644
todo use intern knowledg gef handl tfm mvw move someth like,code/design_debt,645
local todo detect avail local avail file return local use argouml,code/design_debt,646
return default type attribut return classifi use default type todo belong projectset tfm,code/design_debt,647
todo unus,code/design_debt,648
search typeclassifi name type found new type creat ad current namespac todo move model subsystem tfm param name typeclassifi found return classifi,code/design_debt,649
todo use elsewher,code/design_debt,650
search typeclassifi name true new type defin typeclassifi found newli creat type ad given name todo move model subsystem tfm param name typeclassifi found param true defin new one return classifi found classifi,code/design_debt,651
move object trash delet complet depend structur delet object pre remov target delet fig represent object delet uml element delet depend uml modelel delet uml element move trash enclos object top move trash object alway least diagram left current diagram delet select new one show trigger explor diagram delet set dirti flag pre param object delet see todo name delet someth better tell sinc realli isnt trash,code/design_debt,652
chang uml compon subsystem stereotyp todo deprec,code/design_debt,653
return root packag return packag root deprec tfmorri use link get element top level todo probabl need method someth similar replac use,code/design_debt,654
set project getter return string sinc use also reason attribut part map someth todo header comment current use function complet implement yet store project user enter header comment see issu author michiel,code/design_debt,656
notat set valu object store set control text render diagram todo need use perform current set set found code clear actual use author tom morri,code/design_debt,657
calcul directori todo eventu make sure calcul present one place code sever,code/design_debt,658
todo end multipl model,code/design_debt,660
delet last diagram let creat new one todo wont need,code/design_debt,661
todo use elsewher,code/design_debt,662
creat notat set valu object default valu todo class undo support basic member part previous implement,code/design_debt,663
code copi,code/design_debt,664
temporari solut issu,code/design_debt,665
pars messag todo method complex let break param uml messag object appli chang param string pars throw detect error attribut string see also,code/design_debt,666
temporari solut issu,code/design_debt,667
todo remov uml support tfm,code/design_debt,668
save argo entri todo cyclic depend move someplac els,code/design_debt,669
empti done cycl messag graph would bad one element model well use one anyway,code/design_debt,670
util method encod string way allow save proper xml file filter xml framework might fit add todo sure encod inform xml well known task tfm never done think remov usag bob param string encod return encod string,code/design_debt,671
may actual make differ present code behind addtrigg need work,code/design_debt,672
may actual make differ present code behind addtrigg need work,code/design_debt,673
henc less eleg workaround work,code/design_debt,674
todo use elsewher,code/design_debt,675
probabl insid anoth place sourc use appear nsuml argo use consist respons load listen,code/design_debt,676
critic use facad stereotyp todo moment dummi implement see issu,code/design_debt,678
todo use come,code/design_debt,679
todo need,code/design_debt,680
todo use elsewher,code/design_debt,682
creat regist diagram activ statemachin model project diagram creat default class diagram creat argouml current requir least one diagram proper oper todo move protect param project project,code/design_debt,684
load xmi file pgml file fixm follow load model anyth els due contain profil current remov hack think remov also,code/design_debt,685
awar xml structur search first name tag read data tag match end tag search first name tag read child tag tag expect empti tag todo hardwir assum fix singl byte charact encod need updat handl differ encod includ encod tfm 20070607 author bob tarl,code/design_debt,686
todo attempt move follow code gef,code/design_debt,687
todo use convert wait use fig factori diagram subsystem last version use,code/design_debt,688
todo move diagram subsystem,code/design_debt,689
set fig style attribut todo move render factori describ issu param fig fig style param map name valu pair,code/design_debt,690
todo without fail draw class good solut layer set constructor,code/design_debt,692
todo realli want abl replac initi content handler pass cant without clone whole code privat super class,code/design_debt,693
fig creat code must look old style constructor diagramset constructor deprec least replac new signatur fig review,code/design_debt,694
fignodemodelel owner match todo temporari solut due extend fignodemodelel fact,code/design_debt,695
todo move gef,code/design_debt,696
translat visibl flag fig pgml visibl attribut valu pgml valu specifi default return null prevent redund data written pgml todo remov gef releas provid param fig return,code/design_debt,697
file persist uml model todo empti purpos tfm author bob tarl,code/design_debt,698
todo sure need safe,code/design_debt,699
todo doesnt need full sinc use reader constructor doesnt make much sens make caller init path name doesnt need author,code/design_debt,701
todo magic number repres put liter tfm,code/design_debt,702
todo seem like load model get display name that store current tfm,code/design_debt,703
todo appear unus need model api enhanc provid method direct,code/design_debt,704
todo critic embed comment actual use anyon,code/design_debt,705
todo profil need move someplac model subsystem probabl,code/design_debt,706
todo need specif except type,code/design_debt,707
todo profil isnt use see,code/design_debt,708
