text,label,document_index,subset
could nt get correct error message variables colour non standard format expecterror mapping ggplot2 aes color variables colour non standard format nolint expecterror mapping ggplot2 aes color variables colour non standard format nolint,DEFECT,159,train
might confusing grid lines vertical,USABILITY,160,train
trick coordinates,CODE,161,train
types always work,DEFECT,162,train
need automatic check change default,TEST,163,train
raster,ALGORITHM,164,train
todo convert fact tolerance,CODE,165,train
trick also used prevent frame,CODE,166,train
used,CODE,167,train
eg removenafacets function type aes xs xs lapply xs function gi gi ef drop false sapply aes function paste sep unlist lapply aes function paste paste aes sep unlist lapply aes function paste paste type sep lapply function gi gi ef lapply function gi gi ef local gi gi values gi values ef gi breaks gi breaks ef gi lapply function gi gi ef ef xs lapply xs function gi gi ef removenafacets fill fill removenafacets line removenafacets,CODE,168,train
layer control include base true specified,ALGORITHM,169,train
possible check options since exported,BUILD,170,train
subset argument work correctly number levels result get singular matrix solution take unused levels object,DEFECT,172,train
https matrix nas todo parameters lambda,CODE,173,train
ok,CODE,174,train
yuliya use matrix deal need,ALGORITHM,175,train
need done,CODE,176,train
take observed values may needed works,CODE,177,train
use try sure need need solve lm,CODE,178,train
rownames normalized row names assumed unique ids unique,CODE,179,train
need wrapper diag min,CODE,180,train
yuliya get around without using,CODE,181,train
tom,PEOPLE,182,train
need diag,CODE,183,train
update case filtered,CODE,187,train
error model,DEFECT,188,train
nt seem need,CODE,189,train
todo make sense eg,CODE,190,train
todo provide better way clean,CODE,191,train
map special arguments trace attributes note modify mode applied first todo use create https,CODE,192,train
fix warning removed new version,BUILD,194,train
check need filtered reference todo address following filtering needed,ARCHITECTURE,195,train
got error incorrect number dimensions added dropfalse avoid vector conversion,DEFECT,196,train
need update cls labels,CODE,197,train
map todo run function specific species,CODE,200,train
todo map based specific selection species,REQUIREMENTS,202,train
todo change inf specific value based type scores,CODE,203,train
todo fix code handle case length length then start loop,DEFECT,205,train
todo avoid matched ids list nodes,CODE,206,train
left old fix error later,DEFECT,207,train
case error options,DEFECT,209,train
case error measurements identical,DEFECT,210,train
error,DEFECT,211,train
and,CODE,212,train
workaround localmax fails otherwise,CODE,214,train
restrict data,ALGORITHM,216,train
calculate error,REQUIREMENTS,217,train
todo change interface,CODE,219,train
peaks without peak give error warning,USABILITY,220,train
color makes error,DEFECT,222,train
color makes error names,DEFECT,223,train
get coef table error class,DEFECT,224,train
color makes error names,DEFECT,225,train
na gives error,DEFECT,226,train
names may long,CODE,227,train
names may long,CODE,228,train
names long,CODE,229,train
nt work due,DEFECT,232,train
avoid error message,CODE,233,train
special matched data number strata per strata small compute time becomes make data one strata time intervals,CODE,234,train
trick nice one arguments present if specified default false set we keep arg list match documentation,REQUIREMENTS,235,train
special case null model trick code requires least one variable creating one iterations,CODE,236,train
data just case,CODE,237,train
avoid due partial matching fit get fit good,CODE,239,train
use function,CODE,242,train
this already checked,CODE,243,train
adding trick check term,CODE,244,train
per strata needed,ALGORITHM,245,train
build coef matrix term time,CODE,246,train
case length,CODE,247,train
why ca nt object call because code uses objects class object nt work operation but nt know quantile would defined,DESIGN,249,train
think debugging line,ALGORITHM,251,train
why temp1 instead temp1 line when temp1 zeros first expression gives vector temp1 ifelse nt work right due,CODE,252,train
the methods cause solve,CODE,254,train
this common code it set this code development yet used anything false distribution,BUILD,255,train
next line debug code visible users survival call directly,DESIGN,256,train
automatically generated directory replaced code eventually deprecated,CODE,257,train
old style argument,CODE,259,train
throw away never used,CODE,260,train
if model print long warning message people may nt see another way bad without probably complain factors never strata cluster term,USABILITY,261,train
ndots length ndots length list fails missing eg fit workaround,DEFECT,262,train
case someone integer weights,CODE,264,train
will right censored the calling used strata factor unused levels but case user called,CODE,266,train
fix scale output,DEFECT,267,train
fix scale output,DEFECT,268,train
otherwise nt align ndots length ndots length list fails missing eg fit workaround,DEFECT,269,train
nt work,DEFECT,271,train
lines debugging change true turn printing,CODE,272,train
the trick nt work use intercept fit zeros coef order intercept,ALGORITHM,274,train
comment next line function uses variance variance missing invalid variance function,CODE,276,train
now hand,CODE,281,train
they right,CODE,282,train
nt match think right,CODE,283,train
the line tricky long time the range range age that range the functions based age if used subset earlier form test function called subset occurs different second leading failure allequal tests theta one exactly theta coefficients within,ARCHITECTURE,284,train
old form,CODE,285,train
quite close,CODE,287,train
todo can documentation,DOCUMENTATION,288,train
todo objects changed,CODE,289,train
todo maybe copy files,CODE,290,train
work directory ignored,CODE,291,train
tell cmd check treat global variable avoid false positives long version published todo remove version published,BUILD,292,train
todo compare summary intervals,CODE,293,train
suppress cmd check note,BUILD,295,train
trick cmd check,BUILD,296,train
trick cmd check,BUILD,298,train
todo type specified set type na wait final call type make sure,CODE,299,train
add name make extra todo remove grouping done,CODE,300,train
todo check sort state,CODE,302,train
hacky way check rmarkdown,CODE,303,train
todo check handle warn based etc,CODE,304,train
hacky way see sorted none variables still sorted another variable user must sorted variable note detect sorting,CODE,306,train
construct example data df ensure samples given order metadata data fixme removed official package fixed retain factor level ordering,DEFECT,308,train
todo add this decide merge metadata to safe side could merged identical will require checks,CODE,309,train
todo add optional core abundances would sum,REQUIREMENTS,310,train
todo add support taxonomic levels,REQUIREMENTS,311,train
as far understand problem running error limit not user instead package developers make sure registered package developer adding following package function utils,DEFECT,312,train
matrix fixme could better done,CODE,314,train
todo completely matrices vs,CODE,315,train
define new sample ordering based quick fix scores function fails otherwise,DEFECT,316,train
todo add option calculate pca different distances using distance argument assumes default,CODE,318,train
todo add robust pca,ARCHITECTURE,319,train
fixme time log10 used abundances log change consistency,CODE,320,train
fixme assumed this may far optimal should determined automatically,CODE,321,train
fix sample metadata original input,DEFECT,323,train
todo make well,CODE,324,train
hacky global switch uses fact blocks one another set block,CODE,325,train
bug source positions code tags count space lines however bug might get fixed later simply error code,DEFECT,326,train
fixme check empty ie name,BUILD,327,train
workaround occur perhaps nt cf https,CODE,329,train
uses nonbreaking space necessarily valid windows locales quick hack fix problem,CODE,330,train
need fix link point file,CODE,331,train
update anymore,TEST,332,train
todo include type,CODE,333,train
bit stupid adding special handle categorical feature numeric plot,USABILITY,335,train
extra fix target data,CODE,336,train
currently used,CODE,337,train
windows old,CODE,339,train
treat fixed glob character,CODE,340,train
todo replace,CODE,342,train
clean,CODE,343,train
needs two spaces clean,CODE,344,train
clean clean,CODE,345,train
glob treated fixed found,CODE,346,train
backward compatibility todo removed year,CODE,347,train
todo consider removing,CODE,348,train
function exported exist rules inputs character outputs tokens tokens,DESIGN,349,train
necessary currently subset yet implemented objects,CODE,350,train
states,CODE,351,train
fails expectequivalent,TEST,352,train
todo test classes returned,DEFECT,353,train
todo add function testing equality,TEST,354,train
wrong,DEFECT,355,train
error high,CODE,356,train
fails expectequivalent mt method maximum asmatrix stats asmatrix mt method maximum,TEST,357,train
fails,TEST,358,train
fails,TEST,359,train
stats wrong small tables,DEFECT,361,train
also produces symmetric matrix,DEFECT,362,train
better expr,DEFECT,365,train
fix break dependencies,BUILD,366,train
fix break dependencies object object object object stop invalid infinite value return,BUILD,367,train
keep correct ids future versions step wo nt necessary,CODE,370,train
old function used,CODE,371,train
backward compatibility issues non fatal,CODE,372,train
keep debugging need test see much deal,TEST,373,train
work gdal see http,ARCHITECTURE,374,train
development,CODE,376,train
need better,CODE,378,train
todo warnings work,CODE,381,train
relevant consistency,CODE,382,train
implemented,CODE,383,train
etc,CODE,384,train
tested,TEST,386,train
check,TEST,387,train
creates problems large integers perhaps needed causes problems merge asinteger using round,ARCHITECTURE,388,train
removed,CODE,389,train
could avoid problems sure would worse could option,CODE,390,train
backward compatibility,CODE,392,train
for code need update later create possible values,CODE,393,train
for treat adjust,CODE,394,train
do not export,DESIGN,395,train
do not export,DESIGN,396,train
do not export,DESIGN,398,train
for hard coded fix vs empty list,CODE,400,train
this added later,CODE,401,train
information tricky one,CODE,402,train
information tricky one,CODE,403,train
nocov nocov,TEST,404,train
nocov nocov nocov,TEST,405,train
nocov nocov nocov,TEST,406,train
nocov nocov,TEST,407,train
nocov nocov,TEST,408,train
nocov nocov,TEST,409,train
nocov nocov,TEST,410,train
nocov nocov,TEST,411,train
nocov nocov,TEST,412,train
nocov nocov,TEST,413,train
nocov nocov,TEST,414,train
nocov nocov,TEST,415,train
nocov nocov,TEST,416,train
nocov nocov,TEST,417,train
get groups samples together grouping information always ll full set groups data,ALGORITHM,419,train
nothing moment,CODE,420,train
nocov,TEST,421,train
nocov,TEST,422,train
nocov nocov,TEST,423,train
nocov,TEST,424,train
get groups samples join together grouping information lost actually groups first data frame join ll full set groups data join,CODE,425,train
containing empty dimensions eg mu mu produce ca nt use empty variable names replace drop drop columns later todo probably better way,ARCHITECTURE,426,train
must give blank dimension column unique name otherwise wo nt work,CODE,427,train
nocov,TEST,429,train
nocov,TEST,430,train
get test pass brms versions nt output levels anymore,TEST,431,train
progress output ca nt seem turn hence captureoutput,CODE,433,train
adjust filename fixme adjust also directory names hb,CODE,435,train
note fields fields also remove duplicates,CODE,436,train
not needed anymore,CODE,437,train
nothing todo,CODE,438,train
not needed anymore,CODE,439,train
not needed anymore,CODE,440,train
not needed anymore,CODE,441,train
not needed anymore,CODE,442,train
workaround tools paths paths length paths working temporary directory,CODE,443,train
workaround tools paths handle spaces,CODE,444,train
not needed anymore,CODE,445,train
ad hoc it may happen case differ,CODE,446,train
to please cmd check object,BUILD,447,train
not needed anymore,CODE,448,train
if expr ii missing ignore error this happens instance like fixme is better way hb,ARCHITECTURE,449,train
not needed anymore,CODE,450,train
try list directory will take lot time,ARCHITECTURE,452,train
note mapped introduces should hb,CODE,453,train
backward compatibility treat empty path,CODE,455,train
treat current working directory backward compatibility,CODE,456,train
warning error,CODE,457,train
nothing todo,CODE,458,train
bug,DEFECT,460,train
not needed anymore,CODE,461,train
should take care case,CODE,462,train
write output temporary file fixme do worry encoding hb,CODE,463,train
the working least windows may negative where nt seem work hb starting positions double order address larger vectors offset origin start read get current file offset offset idxs idxs offset,DEFECT,465,train
not needed anymore,CODE,466,train
should found using regular expression patterns,CODE,467,train
not needed anymore,CODE,468,train
not needed anymore,CODE,469,train
not needed anymore,CODE,470,train
not needed anymore,CODE,471,train
might slow,ARCHITECTURE,472,train
workaround foobarhtml work windows calls foobarhtml works foobarhtml,DEFECT,474,train
nothing todo,CODE,477,train
workaround file links windows only files zero size links,CODE,478,train
nothing todo,CODE,479,train
reset previous options example old later old,CODE,481,train
nothing todo,CODE,483,train
workaround put else together previous statement this problem help thread deparse else statement http deparse else new line ifelse statement expression eg cat deparse substitute else sep gives else deparse substitute else gives else hb,CODE,484,train
workaround sink type message allow sink file,ARCHITECTURE,485,train
not needed anymore,CODE,486,train
default parse depending version env package parse default base parse conflict quiet assign parsedefault parsedefault parsedefault parsedefault,BUILD,487,train
workaround on windows translate forward fixed,CODE,488,train
this script it methods attached it crash it appears crash cmd check run via similar hb,DEFECT,490,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,492,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,493,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,496,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,498,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,501,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,503,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,504,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,506,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,507,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,508,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,509,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,510,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,511,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,512,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,513,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,515,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,516,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,517,train
ugly hack format column,CODE,518,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,519,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,520,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,523,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,525,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,526,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,527,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,528,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,529,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,530,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,531,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,532,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,533,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,534,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,535,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,536,train
this hack results error occurs signals end results,CODE,539,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,540,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,541,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,542,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,543,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,544,train
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,545,train
todo check token expired whether matches,ARCHITECTURE,546,train
create sparse matrix appears work provides wrapper around error appears related deprecated functions,DEFECT,547,train
line working function create weighted matrix,DEFECT,548,train
true previous statement,CODE,550,train
hack moment ordered indices ok,CODE,552,train
evaluate indices directly working,CODE,553,train
todo set path data set stored todo make possible sort multiple columns cat data result speed see,REQUIREMENTS,554,train
fix matrix nt factors,CODE,555,train
fix matrix nt factors,CODE,556,train
plot hacked stats,CODE,557,train
one problematic problematic returns,CODE,559,train
drop quality scores needed anymore,CODE,560,train
not needed anymore,CODE,561,train
not needed anymore,CODE,564,train
not needed anymore,CODE,565,train
not needed anymore,CODE,566,train
not needed anymore,CODE,567,train
not needed anymore,CODE,568,train
todo encoding param ignored xml true stop you must xml installed read xml files,CODE,569,train
because xml nt impute column types match behaviour,CODE,570,train
todo files need currently listfiles uses lot space temporary files lot,ARCHITECTURE,571,train
todo stop using rownames errors duplicated,DEFECT,572,train
the implementation listfiles might seem lot the main design made user able pass many different types string listfiles get consistent result list local one additional two functions listfiles this ensure ever called length argument even though return multiple for purposes there possible types values simple filename remote url glob pattern vector combination listfiles recursive design arguments resolve arguments need processing eg remote url could resolve zip file needs the condition recursion argument passed local single file needs processing eg something like however possible determine given argument path single file glob pattern matches multiple files without actually trying match this result expression could potentially need processing recursion needs end we ca nt know rules systems might treat either filename path depending whether support glob we could tested return value see whether system given string glob pattern simple filename unfortunately return character either glob pattern matches files filename file nt exist nt work either we also ca nt test whether pattern regular file looking extension zip glob expression zip extension,DEFECT,573,train
todo docs todo check remove codes todo file eg remote zip file todo csv seem require,ARCHITECTURE,574,train
it would nice able test glob special characters filename check allow file name exist package this still pass run test manually created file supports expectequal length txt,TEST,575,train
todo refactor loop,TEST,577,train
todo what happens supply,TEST,578,train
todo test vector filename url,TEST,579,train
todo nt remove add,CODE,580,train
todo decide packages,BUILD,581,train
todo need set options repos well work,CODE,583,train
must source directory rstudio work properly probably fixed,BUILD,584,train
todo decide packages,BUILD,585,train
todo could sure helpers somewhere though accept binary skip anyway appropriate setting,CODE,587,train
todo things like belong this needs sorting driver,ARCHITECTURE,588,train
todo great deal use using local cache passed null already storr environment cache,ARCHITECTURE,589,train
todo use config data use internal details,CODE,590,train
this error options ca nt supported never use driver anything,CODE,591,train
for current work long vectors we work around future versions use support the workaround use directly connection this far ideal faster previous approach raw vector file approach vs one we need make sure keep file write otherwise existence object later causing upstream,DEFECT,592,train
todo branch,CODE,593,train
this theory checks nocov,TEST,594,train
nocov,TEST,596,train
this duplicates much code,CODE,597,train
behaviour driver support binary todo get covr,TEST,598,train
eval call parentframe problem,BUILD,600,train
todo implement boot,CODE,601,train
nt nt needed unless normal store anyway code better,CODE,602,train
todo files yet supported check variable used check values attributes may changed creation object file tables,CODE,605,train
probably better return,CODE,606,train
using,BUILD,607,train
to do make function block data single histogram,CODE,608,train
otherwise fails,TEST,609,train
work around onload problem,CODE,610,train
note working signature missing calling one way around,CODE,611,train
probably use line removed round digits,CODE,612,train
temporary fix rstudio bug reported https to replicate error use loc normalizepath assign loc envirenvironment,BUILD,614,train
todo search hierarchy,DESIGN,615,train
theoretically added table import word works less well therefore ve workaround top cells,CODE,616,train
the nt work well word import well nothing really works well word,DEFECT,617,train
remove duplicated,CODE,618,train
we removed original call need nasty hack get parameter parent function,DESIGN,620,train
order things bit tricky,ALGORITHM,623,train
axis format this sets text size colour axis test well setting margins removes lines ticks in cases axis lines axis ticks things would want examples,DOCUMENTATION,624,train
s4 classes created package need removed special way,DESIGN,627,train
todo add check not giving warning version not possible testthat,BUILD,628,train
this ok error,DEFECT,629,train
loading work,TEST,630,train
loading reset work,TEST,631,train
check classes this test fails reason bug but nt cause problems,TEST,632,train
error indices used,DEFECT,633,train
hack visible,CODE,634,train
define variables fix visible binding check bit hack,CODE,635,train
define variables fix visible binding check bit hack,CODE,637,train
define variables fix visible binding check bit hack,CODE,638,train
todo preserve later convert inside,REQUIREMENTS,640,train
todo add tests different lambda setting todo add tests updating new data note done total test time still skip cran,TEST,641,train
todo add tests saving better parameter setting place todo add tests different settings,TEST,642,train
tests these included functions object avoid object todo add smaller example object included could loaded make tests,TEST,643,train
todo add tests functions including functionality related new slot,TEST,644,train
ad hoc use common class new class,DESIGN,645,train
workaround when running covr package tested may actually installed library path used covr we add path covr used hb,TEST,647,train
ad case skip connection internal hb,ALGORITHM,648,train
fixme add method future possible also return something hb,CODE,650,train
fixme special case every cases need support hb,CODE,651,train
backward compatibility for value results later want future use result hb,CODE,652,train
setting inside future fixme how hb,CODE,653,train
note we nt want use local body evaluation local optional cf argument local if could instead use trycatch statement hb,CODE,654,train
workaround if name promise eg future assignment end recursive evaluation resulting error promise already evaluation recursive default argument reference earlier problems to avoid make sure import functions explicitly hb,CODE,655,train
note to self we ideally envir argument also cf future however yet clear need search globals current environment order globals arguments fun args cf hb,BUILD,656,train
drop ignore globals fixme this really implemented globals,CODE,657,train
resolve globals fixme should resolve package names spaces should we assume contain we turns expensive maybe environments certain flag set hb,BUILD,658,train
fixme locally using loop,CODE,659,train
ad note calls rmpi may because drop class attribute avoid calling method calling rmpi rmpi may also see also implementation reference https,DESIGN,660,train
ad hoc warn windows bug rev,BUILD,661,train
apply connection time limit rest current computation note regardless true false still seems need undo manually hb,ARCHITECTURE,662,train
note in issue parallel could fix seems still get warning even removing,DEFECT,664,train
tell use single thread note is issue have got reports fixme how get current settings hb 1l,ARCHITECTURE,665,train
fixme it seem multisession examples gives errors cmd check eg open file because use,DEFECT,666,train
no need request reverse wo nt happen case,CODE,667,train
not needed anymore,CODE,668,train
names supported,BUILD,669,train
names supported,BUILD,670,train
special by default nt add error object may break things,CODE,672,train
nothing todo,CODE,673,train
installed fails,DEFECT,674,train
fixme the number single server this could improved back additional cf https,ARCHITECTURE,675,train
trim drop empty results case,CODE,678,train
fixme some elements may exist although returns exists say exist cf issue hb note possible test existence use trycatch,TEST,679,train
workaround the image name column may contain spaces making hard second column instead common number column count many columns drop end order find second last,ALGORITHM,680,train
warning slow windows,ARCHITECTURE,681,train
options fixme does make sense hb,CODE,682,train
fixme make plan cluster workers null work actually tested,TEST,684,train
fixme why nt work it causes future parallel stopcluster,DEFECT,685,train
bug now instead fails find,DEFECT,686,train
create future process this is the tricky part two globals env resolved however object env element environment env therefore resolved since future unless environment env resolved issue,CODE,687,train
workaround on base may return elements empty names hb,CODE,689,train
fixme print calls resolved triggers result future resolved this means future may worker so nt resolve print,CODE,690,train
do nt test cran comment in future would left worker process would main process in future try detect fails,TEST,691,train
fixme on cran number future error 1l true,CODE,692,train
issue when using connection worker due sink global con connection expression because test na,TEST,693,train
workaround captureoutput argument split,CODE,694,train
skip test causes issues least,TEST,695,train
fixme should value,CODE,696,train
todo add,DESIGN,698,train
theory spreadsheet default format locale spreadsheet user unclear,DESIGN,699,train
nocov end,TEST,701,train
todo make method todo deal merged cells todo ensure returns integer columns appropriate,CODE,702,train
todo remote store case change,CODE,703,train
todo time day really implemented yet,REQUIREMENTS,704,train
todo really implemented yet,REQUIREMENTS,705,train
todo yet body function cell na true cell map na na asposixct,REQUIREMENTS,706,train
todo would way could make better use logic,DESIGN,707,train
cell field todo adapt becomes class,CODE,708,train
inputs character method range means nt matter never sheet range skip a1 b2 weird guess roll a1 b2 a1 b2 a1 b2,CODE,709,train
todo something,DOCUMENTATION,710,train
todo come back deal data,CODE,711,train
todo open question whether explicitly title,CODE,712,train
todo necessary could meaningful checks,CODE,713,train
wrong thing everything ie returns na but make valid a1 api many cases must,DESIGN,714,train
to think even allowed perhaps must use sheet argument range clear re passing sheet name name named range without a1 type range suffix,CODE,715,train
todo still enough detect strings length less numbers less digits valid,ALGORITHM,716,train
hack slow things ci,BUILD,717,train
todo revisit means factor,TEST,718,train
todo revisit means factor,TEST,719,train
think bug start row,DEFECT,720,train
cell tibble work tibble todo maybe use even object helpers better,DESIGN,722,train
workaround,CODE,723,train
workaround,CODE,724,train
hardcoded maximum number ideal,CODE,725,train
version hardcoded argument window analysis done so argument also documentation,CODE,726,train
