text,label,document_index
todo used currently uses code checking token,VERSIONING,143
issue number called make sure necessary full check github remote config done here determine local way the remote config check also lack,VERSIONING,144
todo git rm cache docs ca nt currently detect git known files directory,VERSIONING,145
todo honor default branch,VERSIONING,146
todo turn interactive choice if changes think branch switch always fail happen ie risk something,DEFECT,147
todo honor default branch,VERSIONING,148
todo honor default branch,VERSIONING,149
todo honor default branch,VERSIONING,150
have done check ve git config,VERSIONING,151
todo honor default branch,VERSIONING,152
todo honor default branch,VERSIONING,153
todo checking re default branch,VERSIONING,154
todo address directory help fs issues windows fs normalizepath,ARCHITECTURE,155
based andor present several edge cases requirements seems good enough,BUILD,156
todo,CODE,157
todo correct case selection,CODE,158
the following block used usethis automatically namespace tags modify care usethis namespace start,BUILD,159
todo present useful,DOCUMENTATION,160
todo properly switch,VERSIONING,161
todo consider push,VERSIONING,162
assuming origin upstream,VERSIONING,163
todo say whether user push parent upstream,VERSIONING,164
work,CODE,165
cleanup,CODE,166
delete private test repo github browser todo nice add code,TEST,167
repo chosen first one listed cran user day made ie,TEST,168
make sure local copy exist error nt,DEFECT,169
work,CODE,170
work,CODE,171
if session temp directory appears within project large scale test the sometimes files session temp directory one delete files manually,TEST,173
cran sets disk tests fail even something might try config file operation eg git simply test,TEST,174
testing user travis nt want risk creating files actual user would clean,TEST,175
run manually already files happy delete,TEST,176
run manually already files happy delete,TEST,177
run manually already files happy delete,TEST,178
ever depend package could test bit,TEST,179
test started fail usethis currently branch nt seem worth skip good enough,DEFECT,180
github remote sparse start somewhere,VERSIONING,181
we ve already here happens created user origin upstream parent repo becomes due name change now upstream looks like point parent,DEFECT,182
hand vs via windows appears delete current working directory,DEFECT,183
empty values temperature file cause errors if calculate max window,DEFECT,184
hack remove warning message nt suppress messages,CODE,188
narm true remove warnings na cf control size,CODE,189
the following block used usethis automatically namespace tags modify care usethis namespace start,DOCUMENTATION,190
could theoretically work like mtc mtc mtc mtc mtc mtc function data mapping ggplot data mapping,CODE,191
copied old code want replace something like,CODE,192
fix missing box goes true min,DEFECT,195
user ordering one class rest add later,CODE,196
bug character vector to,DEFECT,197
this file takes long,ARCHITECTURE,198
could nt get correct error message variables colour non standard format expecterror mapping ggplot2 aes color variables colour non standard format nolint expecterror mapping ggplot2 aes color variables colour non standard format nolint,DEFECT,201
might confusing grid lines vertical,USABILITY,203
trick coordinates,CODE,204
types always work,DEFECT,206
need automatic check change default,TEST,207
raster,ALGORITHM,208
todo convert fact tolerance,CODE,210
trick also used prevent frame,CODE,211
used,CODE,212
eg removenafacets function type aes xs xs lapply xs function gi gi ef drop false sapply aes function paste sep unlist lapply aes function paste paste aes sep unlist lapply aes function paste paste type sep lapply function gi gi ef lapply function gi gi ef local gi gi values gi values ef gi breaks gi breaks ef gi lapply function gi gi ef ef xs lapply xs function gi gi ef removenafacets fill fill removenafacets line removenafacets,CODE,213
layer control include base true specified,ALGORITHM,215
possible check options since exported,BUILD,217
checking make sure qc labels unique qc old code delete,CODE,218
subset argument work correctly number levels result get singular matrix solution take unused levels object,DEFECT,220
https matrix nas todo parameters lambda,CODE,221
ok,CODE,223
yuliya use matrix deal need,ALGORITHM,224
need done,CODE,225
take observed values may needed works,CODE,226
use try sure need need solve lm,CODE,227
rownames normalized row names assumed unique ids unique,CODE,228
need wrapper diag min,CODE,229
yuliya get around without using,CODE,230
tom,PEOPLE,233
need diag,CODE,234
yuliya check tom mean value,PEOPLE,235
ii mean ii ii mean should ii,CODE,236
else allow least objects class,ALGORITHM,237
update case filtered,CODE,238
error model,DEFECT,239
nt seem need,CODE,240
todo make sense eg,CODE,243
todo provide better way clean,CODE,244
map special arguments trace attributes note modify mode applied first todo use create https,CODE,245
must array objects todo add anything else,CODE,246
fix warning removed new version,BUILD,247
check need filtered reference todo address following filtering needed,ARCHITECTURE,248
got error incorrect number dimensions added dropfalse avoid vector conversion,DEFECT,250
need update cls labels,CODE,252
need update cls labels,CODE,253
removed never used,CODE,255
map todo run function specific species,CODE,256
todo refactor following part code better,CODE,257
todo map based specific selection species,REQUIREMENTS,258
todo change inf specific value based type scores,CODE,261
todo check need filtering eg,CODE,262
todo fix code handle case length length then start loop,DEFECT,263
todo avoid matched ids list nodes,CODE,265
left old fix error later,DEFECT,267
this could be place to add noise filter to make speed faster,ARCHITECTURE,268
case error options,DEFECT,269
case error measurements identical,DEFECT,270
error,DEFECT,272
and,CODE,273
remove features missing samples per group valid group,DEFECT,275
workaround localmax fails otherwise,CODE,277
for nt allow nas,CODE,282
restrict data,ALGORITHM,283
calculate error,REQUIREMENTS,284
sort fix bug high ppm values todo find better solution give user,DEFECT,285
todo change interface,CODE,286
peaks without peak give error warning,USABILITY,288
todo not working moment,DEFECT,289
color makes error,DEFECT,290
color makes error names,DEFECT,291
get coef table error class,DEFECT,292
color makes error names,DEFECT,293
na gives error,DEFECT,294
names may long,CODE,296
names may long,CODE,297
names long,CODE,299
factor faster data matrix,ARCHITECTURE,300
regression model originally tried call certain options but found passing model method nt work optional things like weights so first set for distribution variance test not yet supported printing,DEFECT,301
nt work due,DEFECT,303
avoid error message,CODE,304
special matched data number strata per strata small compute time becomes make data one strata time intervals,CODE,305
trick nice one arguments present if specified default false set we keep arg list match documentation,REQUIREMENTS,307
special case null model trick code requires least one variable creating one iterations,CODE,309
data just case,CODE,310
residuals good enough code order components object never change residuals right means,ARCHITECTURE,311
avoid due partial matching fit get fit good,CODE,312
fit strata,CODE,313
verbose return messages useful debugging,CODE,315
use function,CODE,316
this already checked,CODE,317
adding trick check term,CODE,319
per strata needed,ALGORITHM,321
build coef matrix term time,CODE,322
case length,CODE,324
useless,CODE,325
why ca nt object call because code uses objects class object nt work operation but nt know quantile would defined,DESIGN,326
case columns nt need nt think happen,ALGORITHM,327
think debugging line,ALGORITHM,328
why temp1 instead temp1 line when temp1 zeros first expression gives vector temp1 ifelse nt work right due,CODE,330
compute number risk if temp1 looking nt work length,DEFECT,331
the methods cause solve,CODE,332
this common code it set this code development yet used anything false distribution,BUILD,333
next line debug code visible users survival call directly,DESIGN,334
automatically generated directory replaced code eventually deprecated,CODE,336
save copy call documentation deprecated,DOCUMENTATION,337
old style argument,CODE,338
throw away never used,CODE,340
if model print long warning message people may nt see another way bad without probably complain factors never strata cluster term,USABILITY,341
ndots length ndots length list fails missing eg fit workaround,DEFECT,343
it hard get next error message eg time,CODE,344
case someone integer weights,CODE,345
first issue deprecated survival,CODE,346
will right censored the calling used strata factor unused levels but case user called,CODE,347
fix scale output,DEFECT,348
fix scale output,DEFECT,349
otherwise nt align ndots length ndots length list fails missing eg fit workaround,DEFECT,350
columns strata id,CODE,351
nt work,DEFECT,352
lines debugging change true turn printing,CODE,353
strata covariate needed modelmatrix later,CODE,354
the trick nt work use intercept fit zeros coef order intercept,ALGORITHM,355
case list object,DESIGN,356
comment next line function uses variance variance missing invalid variance function,CODE,357
the matrix useful debugging,CODE,358
we nt look id what user starting data set also variable named id we want first call,REQUIREMENTS,359
fix times,DEFECT,360
needed,CODE,362
now hand,CODE,363
they right,CODE,367
nt match think right,CODE,368
the line tricky long time the range range age that range the functions based age if used subset earlier form test function called subset occurs different second leading failure allequal tests theta one exactly theta coefficients within,ARCHITECTURE,371
old form,CODE,372
this next fails with data number risk known since report time points,DEFECT,373
quite close,CODE,374
todo can documentation,DOCUMENTATION,377
todo objects changed,CODE,379
todo maybe copy files,CODE,381
work directory ignored,CODE,382
tell cmd check treat global variable avoid false positives long version published todo remove version published,BUILD,383
todo compare summary intervals,CODE,384
todo check content error message produces meaningful messages currently error message actual error message invalid,TEST,385
suppress cmd check note,BUILD,387
trick cmd check,BUILD,388
work properly,CODE,389
trick cmd check,BUILD,390
todo type specified set type na wait final call type make sure,CODE,391
add name make extra todo remove grouping done,CODE,393
character vector columns todo need work,CODE,394
todo check sort state,CODE,395
hacky way check rmarkdown,CODE,397
todo check handle warn based etc,CODE,399
hacky way get ideally use groups dplyr one group know grouped variables show first combination unique,CODE,401
hacky way see sorted none variables still sorted another variable user must sorted variable note detect sorting,CODE,402
todo add also correlation filter require least correlations,CODE,403
construct example data df ensure samples given order metadata data fixme removed official package fixed retain factor level ordering,DEFECT,404
todo add this decide merge metadata to safe side could merged identical will require checks,CODE,405
todo add optional core abundances would sum,REQUIREMENTS,406
todo add support taxonomic levels,REQUIREMENTS,407
as far understand problem running error limit not user instead package developers make sure registered package developer adding following package function utils,DEFECT,408
todo options mat method distance,CODE,409
matrix fixme could better done,CODE,410
todo completely matrices vs,CODE,411
define new sample ordering based quick fix scores function fails otherwise,DEFECT,412
fixme arguments rename groups groups factor factor,CODE,413
todo add option calculate pca different distances using distance argument assumes default,CODE,414
todo add robust pca,ARCHITECTURE,415
fixme time log10 used abundances log change consistency,CODE,416
fixme assumed this may far optimal should determined automatically,CODE,417
todo add optional core abundances would sum,ALGORITHM,418
fix sample metadata original input,DEFECT,420
todo make well,CODE,421
hacky global switch uses fact blocks one another set block,CODE,422
bug source positions code tags count space lines however bug might get fixed later simply error code,DEFECT,423
fixme check empty ie name,BUILD,424
if nt exist nt document,DOCUMENTATION,425
workaround occur perhaps nt cf https,CODE,426
uses nonbreaking space necessarily valid windows locales quick hack fix problem,CODE,427
need fix link point file,CODE,428
update anymore,TEST,430
todo include type,CODE,431
todo include type,CODE,432
bit stupid adding special handle categorical feature numeric plot,USABILITY,434
extra fix target data,CODE,436
currently used,CODE,437
todo implement weight attr weighting chr term frequency inverse document frequency attr weighting chr term frequency inverse document frequency normalized attr weighting chr term frequency attr weighting chr smart smart eg,REQUIREMENTS,438
windows old,CODE,439
treat fixed glob character,CODE,440
todo replace,CODE,441
todo replace,CODE,442
clean,CODE,443
needs two spaces clean,CODE,444
clean clean,CODE,445
glob treated fixed found,CODE,446
backward compatibility todo removed year,CODE,447
todo consider removing,CODE,448
function exported exist rules inputs character outputs tokens tokens,DESIGN,449
necessary currently subset yet implemented objects,CODE,450
states,CODE,451
fails expectequivalent,TEST,452
todo test classes returned,DEFECT,453
todo add function testing equality,TEST,454
wrong,DEFECT,456
error high,CODE,457
fails expectequivalent mt method maximum asmatrix stats asmatrix mt method maximum,TEST,458
fails,TEST,459
fails,TEST,461
fails,TEST,462
stats wrong small tables,DEFECT,463
also produces symmetric matrix,DEFECT,464
debug https scheme supported internal method may resolve issue if method chosen default on method used except internal file scheme on windows method used scheme,ARCHITECTURE,466
better expr,DEFECT,467
better expr,DEFECT,468
fix break dependencies,BUILD,469
fix break dependencies object object object object stop invalid infinite value return,BUILD,470
apparently happen,DEFECT,471
assuming values,ALGORITHM,472
keep correct ids future versions step wo nt necessary,CODE,474
old function used,CODE,475
backward compatibility issues non fatal,CODE,476
keep debugging need test see much deal,TEST,479
work gdal see http,ARCHITECTURE,480
to do make function block data single histogram,CODE,481
development,CODE,482
allow index vector,CODE,483
need better,CODE,485
probably probably,CODE,486
not used,CODE,487
todo warnings work,CODE,488
relevant consistency,CODE,489
implemented,CODE,490
etc,CODE,492
tested much,TEST,494
tested,TEST,495
check,TEST,498
creates problems large integers perhaps needed causes problems merge asinteger using round,ARCHITECTURE,500
removed,CODE,503
could avoid problems sure would worse could option,CODE,505
hack make sure assume values integers first values decimal point,CODE,506
backward compatibility,CODE,508
for code need update later create possible values,CODE,509
for treat adjust,CODE,510
do not export,DESIGN,511
do not export,DESIGN,512
do not export,DESIGN,513
do not export,DESIGN,514
do not export,DESIGN,515
for hard coded fix vs empty list,CODE,517
this added later,CODE,518
information tricky one,CODE,519
information tricky one,CODE,520
nocov nocov,TEST,521
nocov nocov nocov,TEST,522
nocov nocov nocov,TEST,525
nocov nocov,TEST,527
nocov nocov,TEST,528
nocov nocov,TEST,529
nocov nocov,TEST,530
nocov nocov,TEST,531
nocov nocov,TEST,532
nocov nocov,TEST,533
nocov nocov,TEST,534
nocov nocov,TEST,535
nocov nocov,TEST,536
nocov nocov,TEST,537
nocov nocov,TEST,538
get groups samples together grouping information always ll full set groups data,ALGORITHM,541
nothing moment,CODE,542
nocov,TEST,543
nocov,TEST,544
nocov nocov,TEST,545
nocov,TEST,546
get groups samples join together grouping information lost actually groups first data frame join ll full set groups data join,CODE,547
containing empty dimensions eg mu mu produce ca nt use empty variable names replace drop drop columns later todo probably better way,ARCHITECTURE,548
must give blank dimension column unique name otherwise wo nt work,CODE,549
nocov,TEST,550
nocov,TEST,552
nocov,TEST,554
get test pass brms versions nt output levels anymore,TEST,555
progress output ca nt seem turn hence captureoutput also seems break wrt run global environment set hence,CODE,556
progress output ca nt seem turn hence captureoutput,CODE,557
test model kind dumb nt seem allow input data test models work api,TEST,558
adjust filename fixme adjust also directory names hb,CODE,559
note fields fields also remove duplicates,CODE,561
not needed anymore,CODE,562
nothing todo,CODE,563
not needed anymore,CODE,566
not needed anymore,CODE,567
not needed anymore,CODE,568
not needed anymore,CODE,569
workaround tools paths paths length paths working temporary directory,CODE,570
workaround tools paths handle spaces,CODE,571
not needed anymore,CODE,572
ad hoc it may happen case differ,CODE,573
to please cmd check object,BUILD,574
not needed anymore,CODE,575
if expr ii missing ignore error this happens instance like fixme is better way hb,ARCHITECTURE,576
not needed anymore,CODE,577
this actually redundant test keep make,CODE,579
try list directory will take lot time,ARCHITECTURE,580
note mapped introduces should hb,CODE,581
ad hoc needed instance xml attached,CODE,582
backward compatibility treat empty path,CODE,583
treat current working directory backward compatibility,CODE,585
warning error,CODE,586
nothing todo,CODE,587
workaround gives na use instead see problem cf https,CODE,589
bug,DEFECT,590
not needed anymore,CODE,591
should take care case,CODE,592
write output temporary file fixme do worry encoding hb,CODE,593
workaround,BUILD,594
the working least windows may negative where nt seem work hb starting positions double order address larger vectors offset origin start read get current file offset offset idxs idxs offset,DEFECT,595
not needed anymore,CODE,596
should found using regular expression patterns,CODE,599
not needed anymore,CODE,600
not needed anymore,CODE,602
not needed anymore,CODE,603
not needed anymore,CODE,604
might slow,ARCHITECTURE,607
workaround some browser wo nt open files mapped windows here undo eg foobarhtml,DEFECT,608
workaround foobarhtml work windows calls foobarhtml works foobarhtml,DEFECT,609
not needed anymore,CODE,610
workaround windows,DEFECT,611
nothing todo,CODE,612
workaround file links windows only files zero size links,CODE,613
nothing todo,CODE,614
not needed anymore,CODE,616
reset previous options example old later old,CODE,617
nothing todo,CODE,618
nothing todo,CODE,619
workaround put else together previous statement this problem help thread deparse else statement http deparse else new line ifelse statement expression eg cat deparse substitute else sep gives else deparse substitute else gives else hb,CODE,620
workaround sink type message allow sink file,ARCHITECTURE,622
not needed anymore,CODE,625
default parse depending version env package parse default base parse conflict quiet assign parsedefault parsedefault parsedefault parsedefault,BUILD,626
workaround on windows translate forward fixed,CODE,629
odd different results cmd check test script hb res use,TEST,630
this script it methods attached it crash it appears crash cmd check run via similar hb,DEFECT,631
this hack api returns true save method within httr content function nt like,ARCHITECTURE,632
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,633
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,634
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,635
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,636
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,637
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,639
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,640
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,642
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,643
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,644
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,645
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,646
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,647
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,649
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,650
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,652
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,653
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,654
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,655
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,656
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,657
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,658
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,659
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,661
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,662
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,663
ugly hack format column,CODE,664
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,666
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,667
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,668
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,669
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,670
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,671
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,672
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,674
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,675
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,676
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,677
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,680
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,681
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,682
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,683
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,684
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,686
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,687
should return report report data directly single element returns data frame column nested list multiple elements fails error top argument,DEFECT,688
useful format leave rename counts column metric completely quickanddirty,CODE,689
this hack results error occurs signals end results,CODE,691
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,692
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,693
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,694
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,695
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,696
hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,697
todo check token expired whether matches,ARCHITECTURE,698
create sparse matrix appears work provides wrapper around error appears related deprecated functions,DEFECT,700
line working function create weighted matrix,DEFECT,701
optimal kept,DEFECT,703
true previous statement,CODE,704
simple test determine proper todo implement,TEST,705
hack moment ordered indices ok,CODE,706
evaluate indices directly working,CODE,707
todo set path data set stored todo make possible sort multiple columns cat data result speed see,REQUIREMENTS,708
fix matrix nt factors,CODE,709
fix matrix nt factors,CODE,710
plot hacked stats,CODE,711
fix matrix nt factors,CODE,712
one problematic problematic returns,CODE,713
drop quality scores needed anymore,CODE,714
not needed anymore,CODE,715
not needed anymore,CODE,716
assume based system todo check necessary,CODE,717
not needed anymore,CODE,718
not needed anymore,CODE,719
not needed anymore,CODE,720
not needed anymore,CODE,721
not needed anymore,CODE,722
todo encoding param ignored xml true stop you must xml installed read xml files,CODE,724
because xml nt impute column types match behaviour,CODE,725
todo files need currently listfiles uses lot space temporary files lot,ARCHITECTURE,726
todo stop using rownames errors duplicated,DEFECT,727
the implementation listfiles might seem lot the main design made user able pass many different types string listfiles get consistent result list local one additional two functions listfiles this ensure ever called length argument even though return multiple for purposes there possible types values simple filename remote url glob pattern vector combination listfiles recursive design arguments resolve arguments need processing eg remote url could resolve zip file needs the condition recursion argument passed local single file needs processing eg something like however possible determine given argument path single file glob pattern matches multiple files without actually trying match this result expression could potentially need processing recursion needs end we ca nt know rules systems might treat either filename path depending whether support glob we could tested return value see whether system given string glob pattern simple filename unfortunately return character either glob pattern matches files filename file nt exist nt work either we also ca nt test whether pattern regular file looking extension zip glob expression zip extension,DEFECT,728
todo docs todo check remove codes todo file eg remote zip file todo csv seem require,ARCHITECTURE,729
it would nice able test glob special characters filename check allow file name exist package this still pass run test manually created file supports expectequal length txt,TEST,730
code coverage functions,TEST,731
todo refactor loop,TEST,732
todo what happens supply,TEST,733
todo test vector filename url,TEST,734
todo nt remove add,CODE,735
todo decide packages,BUILD,736
ideal hopefully fixed https,CODE,738
todo need set options repos well work,CODE,739
must source directory rstudio work properly probably fixed,BUILD,742
todo decide packages,BUILD,743
todo this work fine unless set hash length todo see alternative approach dealing nt think really use though,CODE,747
todo could sure helpers somewhere though accept binary skip anyway appropriate setting,CODE,749
todo things like belong this needs sorting driver,ARCHITECTURE,753
todo great deal use using local cache passed null already storr environment cache,ARCHITECTURE,754
todo use config data use internal details,CODE,755
this error options ca nt supported never use driver anything,CODE,756
for current work long vectors we work around future versions use support the workaround use directly connection this far ideal faster previous approach raw vector file approach vs one we need make sure keep file write otherwise existence object later causing upstream,DEFECT,757
todo branch,CODE,758
this theory checks nocov,TEST,759
todo done possibly work level so get set values this work best objects storr logic hard work us lot stuff it bit nasty though re different accept raw thing comes important different hash algorithms,ARCHITECTURE,760
nocov,TEST,761
this duplicates much code,CODE,762
behaviour driver support binary todo get covr,TEST,763
comes note code special cases outputs this needs checked the ordered outcome output nt work need currently done,DEFECT,764
eval call parentframe problem,BUILD,765
todo implement boot,CODE,766
nt nt needed unless normal store anyway code better,CODE,767
work already checked stuff,CODE,768
todo files yet supported check variable used check values attributes may changed creation object file tables date version,CODE,769
todo files yet supported check variable used check values attributes may changed creation object file tables,CODE,770
probably better return,CODE,771
using,BUILD,772
to do make function block data single histogram,CODE,774
otherwise fails,TEST,775
work around onload problem,CODE,776
note working signature missing calling one way around,CODE,777
probably use line removed round digits,CODE,779
works devtools test,TEST,780
temporary fix rstudio bug reported https to replicate error use loc normalizepath assign loc envirenvironment,BUILD,781
todo search hierarchy,DESIGN,782
theoretically added table import word works less well therefore ve workaround top cells,CODE,783
the nt work well word import well nothing really works well word,DEFECT,784
remove duplicated,CODE,785
this slightly run figure still ever debug section,CODE,786
we removed original call need nasty hack get parameter parent function,DESIGN,787
does nt work due substitute expectequal,DEFECT,788
trick seems long enough response long,ARCHITECTURE,789
order things bit tricky,ALGORITHM,790
axis format this sets text size colour axis test well setting margins removes lines ticks in cases axis lines axis ticks things would want examples,DOCUMENTATION,791
namespace used fails reason,DEFECT,792
this hack work around devtools the process makes devtools functions resulting error pkg internal error if simply force first available use later,BUILD,793
s4 classes created package need removed special way,DESIGN,794
todo add check not giving warning version not possible testthat,BUILD,795
this ok error,DEFECT,796
loading work,TEST,797
loading reset work,TEST,798
check classes this test fails reason bug but nt cause problems,TEST,799
error indices used,DEFECT,802
hack visible,CODE,804
define variables fix visible binding check bit hack,CODE,806
hacky fix visible binding warning,CODE,807
define variables fix visible binding check bit hack,CODE,808
define variables fix visible binding check bit hack,CODE,809
define variables fix visible binding check bit hack,CODE,810
todo preserve later convert inside,REQUIREMENTS,814
todo add tests different lambda setting todo add tests updating new data note done total test time still skip cran,TEST,815
